t,a,wc,uwc,ewc,cpc,hc,sc,fc,ac
Wen tears joy flood eyes exse,happiness,6,0.0,0.16699999999999998,0,0.0,0.0,0.0,1.0
having personal little mini breakdown,happiness,5,0.0,0.0,0,0.0,0.0,0.0,0.0
ate burrito size arm earlier weathering calm storm,fear,8,0.0,0.0,0,0.0,0.0,2.0,1.0
pleasure watch stifle half game .,happiness,6,0.0,0.16699999999999998,0,1.0,0.0,0.0,0.0
chapter Economics study tomorrow final,happiness,5,0.0,0.2,0,0.0,0.0,0.0,0.0
need swear . Punch mrs wake dick pillow bloody scissors . .,fear,12,0.0,0.083,1,0.0,0.0,3.0,2.0
Eeeeeeeee 2 friends got engaged ! ! ! summer wedding season calendar filling quickly !,happiness,15,0.0,0.067,2,4.0,0.0,0.0,0.0
love kids babysitting scene Chick Fila icecream,happiness,7,0.0,0.14300000000000002,0,2.0,0.0,0.0,0.0
bust beautiful rose clothing Gaudete Sunday ?,happiness,7,0.0,0.28600000000000003,0,1.0,0.0,0.0,1.0
pub meet friends ( - night ) plus putting tree arvo :-D,happiness,12,0.083,0.16699999999999998,1,1.0,0.0,0.0,0.0
"Asked kid old thought , answer : 25 , thank goodness got lancome stuffs !",sadness,15,0.0,0.067,0,3.0,0.0,0.0,0.0
hoy ensaladita con pollo ! ! ! con las bellas y,happiness,11,0.0,0.0,2,0.0,0.0,0.0,0.0
noticing pattern . understand,happiness,4,0.0,0.0,0,0.0,0.0,0.0,0.0
right time 4th block . - . -,happiness,8,0.0,0.125,3,0.0,0.0,0.0,0.0
Joy Lord strength earth happens faithful . . .,happiness,9,0.0,0.0,2,1.0,0.0,0.0,0.0
", lady office today -_- nt work home ?",happiness,9,0.0,0.111,0,1.0,0.0,0.0,0.0
Good morning work 8 tonight . . .,happiness,8,0.0,0.25,2,1.0,0.0,0.0,0.0
Eye appointment time .,happiness,4,0.0,0.0,0,0.0,0.0,0.0,0.0
"Great , Jay coming Daniel . ready rage .",anger,9,0.0,0.222,0,1.0,0.0,1.0,1.0
SHIT ! ! ! ! ! ! ! ! ran outta fruity pebbles ! Dam :(,sadness,16,0.062,0.0,7,0.0,0.0,1.0,0.0
Shopping shopping shopping,happiness,3,0.0,0.0,0,0.0,0.0,0.0,0.0
Finished paper ! ! ! Ended 1700 words total ! :) happy !,happiness,13,0.0,0.077,3,1.0,0.0,0.0,0.0
know spend money cause spending time hopeless,fear,7,0.0,0.0,0,1.0,0.0,0.0,1.0
enjoy moments life motion - sensored paper towel dispensers work .,happiness,11,0.0,0.0,0,0.0,0.0,0.0,0.0
ex quadruple hoe ! ! Sumbodi need gne stop playin w/ Lil scary . . . DA LOUDEST DOG N DA POUND TAIL TUCKED N ASS ! !,fear,28,0.35700000000000004,0.036000000000000004,4,0.0,0.0,0.0,2.0
Losing people everyday sick cryin nd bein sad emotion,anger,9,0.0,0.0,0,0.0,0.0,0.0,1.0
got chance 2b fathers child n u ask kneel ?,anger,10,0.0,0.1,0,0.0,0.0,0.0,0.0
Tonight going consist cleaning place home .,happiness,7,0.0,0.14300000000000002,0,1.0,0.0,0.0,0.0
official . . . dedication determination . studying Chemistry non - stop 4 pm yesterday .,happiness,16,0.0,0.125,2,0.0,0.0,0.0,0.0
"Hate trains ran missed second , saw drive away , half hour wait oh",happiness,14,0.0,0.14300000000000002,0,0.0,0.0,1.0,1.0
rocking R . E . M . Sun working home office today . Sipping coffee dogs hanging feet .,happiness,19,0.158,0.105,0,1.0,0.0,1.0,1.0
black Friday shift begins .,sadness,5,0.0,0.2,0,0.0,0.0,0.0,0.0
"Realistic bad dreams suck , especially close . resist urge 3 . . .",sadness,14,0.0,0.071,2,2.0,0.0,2.0,1.0
midnight ! CHRISTMAS MUSIC !,happiness,5,0.4,0.2,0,2.0,0.0,0.0,0.0
Found friend pregnant -___-,happiness,4,0.0,0.0,0,1.0,0.0,0.0,0.0
"think jus Gods nt live new zealand fams , cuz God knows . . . jeeeesus christ",anger,17,0.0,0.0,2,3.0,0.0,0.0,0.0
Eh . . . exam finals time . . .,sadness,10,0.0,0.0,4,0.0,0.0,0.0,0.0
""" Highlander "" reference night black guy party . person got .",sadness,12,0.0,0.16699999999999998,0,1.0,0.0,0.0,0.0
Family work class .,happiness,4,0.0,0.0,0,1.0,0.0,0.0,0.0
ending christmas tunes work . .,happiness,6,0.0,0.16699999999999998,1,1.0,0.0,0.0,0.0
watch KKTNY cause cable ):,sadness,5,0.2,0.2,0,0.0,0.0,0.0,0.0
", voice rushing wind . , small , hidden . Oh , came like winter snow",happiness,16,0.0,0.062,1,1.0,0.0,0.0,0.0
"schedule Aero , waiting Tillys .",happiness,6,0.0,0.33299999999999996,0,0.0,0.0,0.0,0.0
"Seriously Matthew Atlas . Listening "" North "" EP repeat .",happiness,11,0.091,0.182,0,0.0,0.0,0.0,0.0
wanted Taylor Swift Katy Perry nominated album year . . . . . . . awk,sadness,16,0.0,0.125,6,0.0,0.0,0.0,0.0
love excitement opening new Apple product time !,happiness,8,0.0,0.125,0,2.0,0.0,0.0,0.0
"weird typing wrong thing know typing fast , sent w/o checking ?",fear,12,0.0,0.0,0,0.0,0.0,0.0,0.0
Harry life tragic . hug bounced like spalding coverage area reached house,sadness,12,0.0,0.083,0,2.0,0.0,0.0,0.0
Senior year set yesterday sleep good,sadness,6,0.0,0.33299999999999996,0,1.0,0.0,0.0,0.0
Bout start makin sweet potato pies -__-,happiness,7,0.0,0.0,0,1.0,0.0,1.0,0.0
"house feels Scout . , missing Dad lot today .",sadness,10,0.0,0.3,0,0.0,0.0,0.0,0.0
Home tonight hate family right,happiness,5,0.0,0.2,0,2.0,0.0,1.0,1.0
Bored fuck . . . . clarkston lucky skool .,happiness,10,0.0,0.0,3,1.0,0.0,0.0,0.0
Going regret sleeping late tomorrow morning . . .,happiness,9,0.0,0.222,2,0.0,0.0,0.0,0.0
slept hour half night wake 6 tomorroww ? . .,happiness,10,0.0,0.2,2,0.0,0.0,0.0,0.0
""" people think sign weakness . . . sign weakness . . . patience sign strength . "" ~ Dalai Lama",anger,21,0.0,0.0,6,0.0,0.0,0.0,0.0
gon na watch barcelona match today ; ' (,sadness,9,0.0,0.111,2,0.0,0.0,0.0,0.0
Candle pink Christmas tree,happiness,4,0.0,0.25,0,1.0,0.0,0.0,0.0
"ai works , ai goes , & getting high balance lows",fear,11,0.0,0.0,0,0.0,0.0,0.0,0.0
et que ça serait trop chouette qu'on paye les femmes à rester à la maison .,fear,16,0.0,0.0,0,0.0,0.0,0.0,0.0
know Tony gon na bust room minute beg twist hair . . -_-,happiness,13,0.0,0.077,2,0.0,0.0,0.0,1.0
10 hours waking school .,happiness,5,0.0,0.2,0,0.0,0.0,0.0,0.0
Putting Christmas tree listening Christmas music !,happiness,7,0.0,0.28600000000000003,0,3.0,0.0,0.0,0.0
", filling paper work .",happiness,5,0.0,0.0,0,0.0,0.0,0.0,0.0
"Damn . bought lot , suddenly Amazon Japan longer ship Norway . , paying 3x Ebay .",anger,17,0.0,0.235,1,0.0,0.0,1.0,0.0
"Def ditchin crib cuz 4 ppl . Headin Unc crib dere 50 ppl u hear screamin , somebody kids runnin ur legs etc . . .",happiness,26,0.0,0.115,2,1.0,0.0,0.0,0.0
School boring today :/,happiness,4,0.0,0.25,0,0.0,0.0,0.0,0.0
drink water kidneys sick ! ! :(,fear,7,0.0,0.0,2,0.0,0.0,0.0,1.0
"wo able sleep know new assignment , pay wrong month .",happiness,11,0.0,0.091,0,0.0,0.0,0.0,0.0
"find audio file want . copy anymore . . . DAMN , NON PHYSICAL FORM MEDIA ! ! !",anger,19,0.263,0.053,4,0.0,0.0,1.0,0.0
"le camera left Jacksonville . netbook , hand , conveniently lost space .",happiness,13,0.0,0.077,0,0.0,0.0,0.0,0.0
Joy sharing . away ! overboard . excessive !,happiness,9,0.0,0.0,0,0.0,0.0,0.0,0.0
Lots affection lots play,happiness,4,0.0,0.0,0,2.0,0.0,0.0,0.0
Urgh day ! Glad . . . million things left sort work tomorrow holiday,happiness,14,0.0,0.071,2,2.0,0.0,0.0,0.0
Community responsibility workshop,happiness,3,0.0,0.0,0,0.0,0.0,0.0,0.0
Hate driving 18 Wheelers . Heart starts pounding chest time .,fear,11,0.0,0.182,0,1.0,0.0,1.0,2.0
"breeze Spiders , Snakes . . . different matter",fear,9,0.0,0.0,2,0.0,0.0,0.0,2.0
"Apparently , Maldonado signed Williams year . . . sadly , think Rubens ' F1 driving life :/",sadness,18,0.055999999999999994,0.16699999999999998,2,0.0,0.0,0.0,0.0
"like , going home thanksgiving working black Friday : \",happiness,10,0.0,0.1,0,3.0,0.0,0.0,0.0
"years protected seed , time beautiful flower . ~S . C . Paul",fear,13,0.154,0.077,2,1.0,0.0,0.0,0.0
cold winter season . ,happiness,5,0.0,0.2,0,0.0,0.0,0.0,0.0
ruin perfectly good night : fridge cold separated delicious vanilla frosting .,sadness,12,0.0,0.083,0,3.0,0.0,1.0,1.0
"Yaaaay let join list people tweeting snow , add snow started right started putting tree ?",happiness,16,0.0,0.062,0,1.0,0.0,0.0,0.0
Watching 7th grade basketball allllll day !,happiness,7,0.0,0.14300000000000002,0,0.0,0.0,0.0,0.0
toys R advert makes want scream .,anger,7,0.14300000000000002,0.0,0,0.0,0.0,1.0,1.0
Waking early study 11 final saturday ?,happiness,7,0.0,0.14300000000000002,0,0.0,0.0,0.0,0.0
"Happy wake work 3 days , got lots today .",happiness,10,0.0,0.2,0,1.0,0.0,0.0,0.0
"Het kost een paar smsjes vér buiten je bundel , maar dan heb je wel een vrije woensdagavond . . .",happiness,21,0.0,0.048,2,0.0,0.0,0.0,0.0
"lighter note , finished future journalism article . ready 12 noon hand tomorrow .",happiness,14,0.0,0.14300000000000002,0,0.0,0.0,0.0,0.0
Missed Amazing Race 60 minutes cut TiVo,sadness,7,0.0,0.28600000000000003,0,1.0,0.0,0.0,0.0
smh wus wrong wit niggas days eyes smh lot niggas lie,fear,11,0.0,0.0,0,0.0,0.0,0.0,0.0
actually writing physics exam today,fear,5,0.0,0.2,0,0.0,0.0,0.0,0.0
having people round tonight .,happiness,5,0.0,0.2,0,0.0,0.0,0.0,0.0
day feeling good . . . . . .,happiness,9,0.0,0.0,5,1.0,0.0,0.0,0.0
lost heart beginnings winter . . . convinced . . .,sadness,11,0.0,0.091,4,1.0,0.0,0.0,0.0
noticed left science binder home .,happiness,6,0.0,0.0,0,1.0,0.0,0.0,0.0
"looks like , maybe snow snow day . . Oh wait m adult .",sadness,14,0.0,0.0,1,1.0,0.0,0.0,0.0
", going favorite class 3 hours . .",happiness,8,0.0,0.125,1,1.0,0.0,0.0,0.0
new bus friend smells like soggy McDonald fries axe body spray . elbowy gent roughly 300 pounds .,happiness,18,0.0,0.111,0,2.0,0.0,0.0,1.0
Yeah day got worse . . .,happiness,7,0.0,0.0,2,0.0,0.0,0.0,0.0
sad thing waking smell great food nd knowing touched till later .,sadness,12,0.0,0.0,0,1.0,0.0,0.0,0.0
Forced cousins play tonight,happiness,4,0.0,0.25,0,1.0,0.0,0.0,1.0
got excited chex mix home . . . opened bag realized ate good stuff left chex .,sadness,17,0.0,0.0,2,3.0,0.0,0.0,0.0
Wednesday homework completed today,happiness,4,0.0,0.5,0,1.0,0.0,0.0,0.0
sub English reading story killing dinosaurs !,happiness,7,0.0,0.14300000000000002,0,0.0,0.0,1.0,1.0
sleep night . visitors coming today .,happiness,7,0.0,0.28600000000000003,0,0.0,0.0,0.0,0.0
vinyl collection growing ! :),happiness,5,0.0,0.0,0,0.0,0.0,0.0,0.0
bus broken lambton quay .,happiness,5,0.0,0.0,0,0.0,0.0,0.0,1.0
Got journal vocabulary 9 10 sentences took shower brushed teeth maybe bed,anger,12,0.0,0.083,0,0.0,0.0,0.0,0.0
"Rejoice Lord ! , rejoice ! J - Jesus O - Y -",happiness,13,0.231,0.077,1,3.0,0.0,0.0,0.0
Santa brunch ! Meet big guy Chef Baru cotton candy 10 - 2 .,happiness,14,0.0,0.214,0,1.0,0.0,0.0,0.0
"Xmas drinks season begins , functions night Xmas",happiness,8,0.0,0.25,0,2.0,0.0,0.0,0.0
matter wanna ask simple question know ruin friendship,sadness,8,0.0,0.0,0,1.0,0.0,1.0,1.0
feather fell hair shower . . .,sadness,7,0.0,0.0,2,0.0,0.0,0.0,0.0
Mum making look hair styles wedding - . -,happiness,9,0.0,0.0,2,1.0,0.0,0.0,0.0
Swamped homework tonight .,happiness,4,0.0,0.25,0,0.0,0.0,0.0,0.0
"Calabar . Enjoying people , weather , food , culture Delighted Christ .",happiness,13,0.0,0.077,0,2.0,0.0,0.0,0.0
Fell asleep woke news lockout . . looks like Clipper game season !,happiness,13,0.0,0.077,1,1.0,0.0,0.0,0.0
Apparently ppl talk bout behaviour tonight - . - opinion nt think wrong,happiness,13,0.0,0.077,2,0.0,0.0,1.0,0.0
Wait Till m Able Drive,happiness,5,0.0,0.0,0,0.0,0.0,0.0,0.0
n’t touch angry person permission .,anger,6,0.0,0.0,0,0.0,0.0,1.0,0.0
line cara trying parking lot half hour :(,happiness,8,0.0,0.25,0,0.0,0.0,0.0,0.0
"resides life direction boldness ! u , power ova .",fear,10,0.0,0.0,0,1.0,0.0,0.0,0.0
Mum told wo goin overboard xmas adult,anger,7,0.0,0.14300000000000002,0,1.0,0.0,0.0,0.0
lovely feeing cross lanes hitting single Cat eye .,happiness,9,0.0,0.0,0,1.0,0.0,2.0,0.0
Film preview screening today . Handel Messiah tomorrow . MC Christmas Concert Sunday . day winter vacation Monday .,happiness,19,0.053,0.316,0,2.0,0.0,0.0,0.0
Remember Yu Feeld Heart Wit,happiness,5,0.0,0.2,0,1.0,0.0,0.0,0.0
Feeling like singing afternoon . : Merry Little desk . NYC streets way home .,happiness,15,0.067,0.2,1,4.0,0.0,0.0,0.0
finding love Jesus man,happiness,4,0.0,0.25,0,2.0,0.0,0.0,0.0
Santa bringing 4 Star Wars shirts christmas !,happiness,8,0.0,0.25,0,2.0,0.0,0.0,1.0
"Looks like gon ' awhile . Jarryn ai tired , lls . -_- !",happiness,14,0.0,0.0,0,1.0,0.0,0.0,0.0
"ur child worry wart ? tip , "" Wilma Jean Worry Machine . "" Genuinely accept child ’s",fear,18,0.0,0.055999999999999994,2,0.0,0.0,0.0,2.0
said boy like 5 times night !,sadness,7,0.0,0.14300000000000002,0,1.0,0.0,0.0,0.0
Looks like gon na awhile tonight Bloom Ball .,happiness,9,0.0,0.111,0,2.0,0.0,0.0,0.0
"night , fake smiles morning .",sadness,6,0.0,0.16699999999999998,0,1.0,0.0,0.0,0.0
know having shitty day profile picture stops moving . . .,sadness,11,0.0,0.091,2,0.0,0.0,0.0,0.0
ginger gal Subway transferred . spell - order .,sadness,9,0.0,0.111,0,0.0,0.0,0.0,0.0
Oh early morning preachings father,happiness,5,0.0,0.2,0,0.0,0.0,0.0,0.0
guess writing scholarship essay today,happiness,5,0.0,0.2,0,0.0,0.0,0.0,0.0
Python friend explaining wrote CMS . convince dump crappy host learn Django .,sadness,13,0.077,0.154,0,1.0,0.0,0.0,0.0
Great day love car gets hit . .,anger,8,0.0,0.125,1,2.0,0.0,1.0,0.0
idiot- know proper running vehicle sound like,anger,7,0.0,0.0,0,1.0,0.0,0.0,0.0
hate wanting knowing,fear,3,0.0,0.0,0,0.0,0.0,1.0,1.0
helping mom set new tv day,happiness,6,0.0,0.0,0,0.0,0.0,0.0,0.0
DAY REMINDS DAY GOT PUSSY !,happiness,6,0.833,0.0,0,0.0,0.0,0.0,0.0
feel . gon na crappy days .,happiness,7,0.0,0.14300000000000002,0,0.0,0.0,0.0,0.0
"Bought start big journey Delaware : Claymont , New Castle Dover .",happiness,12,0.0,0.25,0,0.0,0.0,0.0,0.0
hate talk single day stops . sudden word,sadness,8,0.0,0.0,0,0.0,0.0,1.0,1.0
hungry lunch money :/,happiness,4,0.0,0.0,0,1.0,0.0,0.0,0.0
nice people getting wrong idea .,sadness,6,0.0,0.0,0,0.0,0.0,0.0,0.0
want black Friday shopping . .,sadness,6,0.0,0.16699999999999998,1,0.0,0.0,0.0,0.0
brand new machete needs sharpening shave .,sadness,7,0.0,0.0,0,0.0,0.0,0.0,0.0
things life better toasted bagel cup tea,happiness,7,0.0,0.0,0,0.0,0.0,0.0,0.0
"SUPER grateful da blessing 2day da ones come , Thank God 4 u've ! ! ! ! ! ! ! ! ! ! heart",happiness,24,0.042,0.083,9,6.0,0.0,1.0,0.0
Actually crying gossip girl,sadness,4,0.0,0.0,0,0.0,0.0,0.0,0.0
ve listened drop world times m pretty sure dog knows lyrics,anger,11,0.0,0.0,0,0.0,0.0,0.0,0.0
ew forgot stupid fucking people today .,happiness,7,0.0,0.14300000000000002,0,0.0,0.0,0.0,0.0
main server got borked ! Check deals instead !,sadness,9,0.0,0.0,0,0.0,0.0,0.0,0.0
got retainer today . feels weird ; sleep touching tongue . . .,sadness,13,0.0,0.077,2,0.0,0.0,0.0,0.0
Purple + rainbow tights . B E S T ! ! ! ! ! ! !,happiness,16,0.25,0.0,6,1.0,0.0,0.0,0.0
Missing Judas Priest farewell tour Toronto tonight .,sadness,8,0.0,0.375,0,0.0,0.0,0.0,0.0
liking right ! hate fucking . Fuck !,anger,8,0.0,0.0,0,1.0,0.0,1.0,1.0
home . Time stress school . -_____-,happiness,7,0.0,0.14300000000000002,1,1.0,0.0,0.0,1.0
Harry Potter recorded .,happiness,4,0.0,0.25,0,0.0,0.0,0.0,0.0
creepy people hint stop texting . . . .,sadness,9,0.0,0.0,3,0.0,0.0,0.0,0.0
damn strip club wacky,sadness,4,0.0,0.0,0,0.0,0.0,1.0,0.0
hate nt help feel sad . makes sad .,sadness,9,0.0,0.0,0,0.0,0.0,1.0,1.0
corner store . grape / melon arizona . chinese guy goes gets mango arizona,happiness,14,0.0,0.071,0,0.0,0.0,0.0,0.0
"know feeling turn home legs tell brain shut , run ? Bc love run .",happiness,15,0.0,0.0,0,2.0,0.0,0.0,0.0
People broke computer figured wrong die house fire .,anger,9,0.0,0.0,0,0.0,0.0,0.0,2.0
"ads come saying flirting easy . man , world filled desperate people",sadness,12,0.0,0.0,0,1.0,0.0,0.0,1.0
little things crazy happy . Hint water sale today stocked,happiness,10,0.0,0.1,0,1.0,0.0,1.0,1.0
"45 minutes waiting , project finally printed . . . .",anger,11,0.0,0.091,3,0.0,0.0,0.0,0.0
"assignments Friday , terrible grades classes , going fail finals .",happiness,11,0.0,0.091,0,0.0,0.0,1.0,2.0
awkward moment going red robin family vegetarian . .,happiness,9,0.0,0.111,1,1.0,0.0,0.0,0.0
Saved Satan power gone astray .,happiness,6,0.0,0.0,0,1.0,0.0,1.0,0.0
break scene Notebook < < :(,sadness,6,0.0,0.16699999999999998,0,0.0,0.0,0.0,0.0
Setting Alarm Tomorrow . . .,happiness,6,0.0,0.16699999999999998,2,0.0,0.0,0.0,1.0
Bk . . . ! okay compare wedding practice wedding shower tonight . ! !,happiness,15,0.0,0.067,5,2.0,0.0,0.0,0.0
Nice chilled morning :) getting ready work,happiness,7,0.0,0.14300000000000002,0,0.0,0.0,0.0,0.0
Loving iPad keyboard dock . sit work watching Twitter stream s happens !,happiness,13,0.0,0.077,0,1.0,0.0,0.0,0.0
Headache . . . headed cs work,happiness,7,0.0,0.0,2,0.0,0.0,0.0,0.0
"interviewing gurl flipped tables questioning freakest way ! rapist got mind raped , ppl !",fear,15,0.0,0.0,0,0.0,0.0,1.0,1.0
penis related shoe size . makes getting raped clown scarier .,fear,11,0.0,0.0,0,0.0,0.0,1.0,2.0
going feel extremely hungry tomorrow enjoying yearly Thanksgiving meal .,sadness,10,0.0,0.2,0,1.0,0.0,0.0,0.0
"beautiful girl world , girl makes world beautiful",happiness,8,0.0,0.0,0,2.0,0.0,0.0,0.0
Annnnnd found PERFECT present . . . hannahs mom got . Amy hit stores :),happiness,15,0.067,0.067,2,2.0,0.0,1.0,0.0
Going school tomorrow . .,happiness,5,0.0,0.2,1,0.0,0.0,0.0,0.0
"Ah , coupons free birthday food begin .",happiness,8,0.0,0.0,0,2.0,0.0,0.0,0.0
iss gets old . . wack ass freshman staring day,happiness,10,0.0,0.0,1,0.0,0.0,0.0,0.0
worst stomach pains . .,happiness,5,0.0,0.0,1,0.0,0.0,0.0,1.0
Tenn Ole Miss declined play SC year .,fear,8,0.125,0.25,0,1.0,0.0,0.0,0.0
awkward moment want punch baby .,anger,6,0.0,0.0,0,1.0,0.0,1.0,1.0
sorry going act 1 run think maybe finished try . . ?,anger,12,0.0,0.083,2,0.0,0.0,0.0,0.0
""" King reply , ‘ Truly tell , brothers sisters , . """,happiness,13,0.0,0.0,3,1.0,0.0,0.0,0.0
"Je suis foutu . Les Québécois ont trouvé mon mail , ils m'avertissent que je dois utiliser courriel dans mes articles",fear,21,0.0,0.048,0,0.0,0.0,0.0,0.0
Uhhh . . . Migraine . . . away ! ! sure pass vomit . . . Uhh . . wish hold !,sadness,23,0.0,0.0,8,0.0,0.0,0.0,0.0
Damn knew . :( wanna fall ckuz ik wo pic . Trying hard .,fear,14,0.0,0.0,1,0.0,0.0,1.0,0.0
? weekend SW : TOR testing ? OH ! SURE ! ? planning getting work vacation .,happiness,17,0.235,0.059000000000000004,1,1.0,0.0,0.0,0.0
Sneezing simultaneously farting,fear,3,0.0,0.0,0,0.0,0.0,0.0,0.0
Anger prevents proper thinking makes vulnerable . - Wooden,anger,9,0.0,0.0,1,0.0,0.0,1.0,1.0
Looking forward spending time long lost honourary sisters tonight !,happiness,10,0.0,0.1,0,0.0,0.0,0.0,0.0
advert possibly annoying thing Tv . Makes run twat clatter .,anger,11,0.0,0.0,0,0.0,0.0,2.0,0.0
Coming tomorrow,happiness,2,0.0,0.0,0,0.0,0.0,0.0,0.0
folks r mean 2 . scare . scares ridiculous 2 suggest 2 pay music,fear,14,0.0,0.214,0,1.0,0.0,3.0,2.0
man . leave warmth pvt bath heater brave cold wet outside food shopping .,sadness,14,0.0,0.0,0,1.0,0.0,0.0,0.0
"En owja , vanavond nog lekker met conditietraining door heel Diemen rennen . . .",happiness,15,0.0,0.067,2,0.0,0.0,0.0,0.0
"Today : sorrow , LORD strength . ” ~ Nehemiah 8:10",happiness,11,0.091,0.091,2,0.0,0.0,0.0,0.0
home immediately find grandbaby !,happiness,5,0.0,0.0,0,1.0,0.0,0.0,0.0
Josh like Christmas music,sadness,4,0.0,0.5,0,3.0,0.0,0.0,0.0
"Rappel : d'ici au 31/12 , les banques européennes doivent présenter des ratios de solva corrects malgré les pertes sur la Grèce",fear,22,0.0,0.136,0,0.0,0.0,0.0,0.0
Driving berkly springs entire family,happiness,5,0.0,0.0,0,1.0,0.0,0.0,0.0
dog ear infection taking vet : (,sadness,7,0.0,0.0,1,0.0,0.0,0.0,1.0
home past 45 min iv working homework :'( break,sadness,9,0.0,0.111,0,1.0,0.0,0.0,0.0
fly moon fall earth,sadness,4,0.0,0.0,0,0.0,0.0,0.0,0.0
"funny . . . guy comes ur house , feels u , tries kiss u , leaves kissing ur hand , talks u .",happiness,24,0.0,0.0,2,2.0,0.0,0.0,0.0
"Happiness created mind . feel happy anytime , , focusing happy thoughts !",happiness,13,0.0,0.0,1,3.0,0.0,0.0,0.0
Bacon sandwich sunday morning,happiness,4,0.0,0.5,0,0.0,0.0,0.0,0.0
Good Mood ¡ ! Steal (:,happiness,6,0.0,0.0,0,1.0,0.0,0.0,1.0
trains stopped middle said problem,happiness,5,0.0,0.0,0,0.0,0.0,0.0,0.0
people secret haters . throw salt low !,sadness,8,0.0,0.0,0,0.0,0.0,0.0,0.0
Loneliness . cause bad effect-- expect lowest tolerance . want reading .,fear,12,0.0,0.0,0,0.0,0.0,1.0,1.0
"want going ;) , rest tonight . gave Caleb 100 kisses stinking face . LOVE SON !",happiness,17,0.11800000000000001,0.11800000000000001,0,2.0,0.0,0.0,0.0
Seeing stray dog run right pass Morehouse campus . .,fear,10,0.0,0.1,1,0.0,0.0,0.0,0.0
"time entire week , m going bed 4",sadness,8,0.0,0.25,1,0.0,0.0,0.0,0.0
wanna sleep till thanksgiving . school preventing .,happiness,8,0.0,0.0,0,1.0,0.0,0.0,0.0
Running late car frozen solid,happiness,5,0.0,0.0,0,0.0,0.0,0.0,0.0
wish lived West Coast 3 hours earlier 7:35 p . m . instead 10:35 p . m .,sadness,18,0.0,0.16699999999999998,4,0.0,0.0,0.0,0.0
"Les podcasts , le time - shifting , . . . suis en train de comprendre .",fear,17,0.0,0.0,3,0.0,0.0,0.0,0.0
BEST Thanksgiving . cousin - - law gram died . greatly missed Gram !,sadness,14,0.071,0.14300000000000002,1,2.0,0.0,0.0,1.0
hours sleeping day away,happiness,4,0.0,0.0,0,0.0,0.0,0.0,0.0
ako sa exam . -_- boring . Kayo ?,happiness,9,0.0,0.111,0,0.0,0.0,0.0,0.0
"Gene having daily watch "" Snowman """,happiness,7,0.0,0.28600000000000003,0,0.0,0.0,0.0,0.0
Spending day bed sick cat .,happiness,6,0.0,0.16699999999999998,0,0.0,0.0,0.0,1.0
"school working math spanish homework , going home 4:30 , taking nap , writing editing 5 essays",happiness,17,0.0,0.11800000000000001,0,1.0,0.0,0.0,0.0
impression m pretty gon na ill til march,happiness,8,0.0,0.0,0,0.0,0.0,0.0,1.0
Bout failing grade Calculus test .,happiness,6,0.0,0.16699999999999998,0,0.0,0.0,1.0,1.0
Lost Left Vmail House Phone ! ! . .,anger,9,0.0,0.0,3,0.0,0.0,0.0,0.0
"pratica stasera ho scoperto che devo spaccarmi il culo , che l'importante è "" il nome "" , e il nome devo accumulare soldi",sadness,24,0.0,0.0,1,0.0,0.0,0.0,0.0
5mins bus scumbags shouting having fold buggy guy smells egg fart,happiness,11,0.0,0.091,0,0.0,0.0,1.0,0.0
"Tuesday night , come rescue . . . hours rest . . .",happiness,13,0.0,0.231,4,0.0,0.0,0.0,0.0
"seriously need job , free time sit think good",sadness,9,0.0,0.0,0,2.0,0.0,0.0,0.0
Fallin asleep tights house fun especially whn find of'em !,happiness,10,0.0,0.1,0,1.0,0.0,0.0,0.0
"hate song FA LA LA : DD want hear anymore , sorry beliebers like song heard . .",sadness,18,0.222,0.055999999999999994,1,1.0,0.0,1.0,1.0
day hell hole .,happiness,4,0.0,0.25,0,0.0,0.0,1.0,1.0
ready hell home . stop talking check !,anger,8,0.0,0.0,0,1.0,0.0,1.0,1.0
day exams trains springy . love metro .,happiness,8,0.0,0.0,0,1.0,0.0,0.0,0.0
hate selfish people ! ask thing youcant,anger,7,0.0,0.0,0,0.0,0.0,1.0,1.0
"Ending night bad note , probably means ill bad mood morning .",happiness,12,0.0,0.16699999999999998,0,0.0,0.0,2.0,3.0
"Overheard Thanksgiving dinner : "" going PROVIDENCE "" "" executions "" "" drive - bys "" "" murder rate "" "" awful parking garage """,fear,25,0.04,0.08,5,1.0,0.0,2.0,3.0
entire drunken family trying play dance . horendous .,fear,9,0.0,0.0,0,3.0,0.0,0.0,0.0
Yes . Yes ! meal touched correct spot .,happiness,9,0.0,0.0,0,0.0,0.0,0.0,0.0
gon na lie . . . love music Twilight movies .,happiness,11,0.0,0.091,2,2.0,0.0,0.0,0.0
answer ur revenge lose,anger,4,0.0,0.0,0,0.0,0.0,1.0,1.0
Ear infection . . wear earings week .,happiness,8,0.0,0.125,1,0.0,0.0,0.0,1.0
Pretty W . Mind < < <,happiness,7,0.14300000000000002,0.0,0,0.0,0.0,0.0,0.0
Met amazing people weekly meditation tonight received unexpected gift teacher !,happiness,11,0.0,0.182,0,2.0,0.0,0.0,0.0
"Hmm , somewhat irrational hatred Amelia Lily endure week shouting performances .",happiness,12,0.0,0.083,0,0.0,0.0,2.0,1.0
"forever , til person gets confronts til badder comes .",fear,10,0.0,0.1,0,0.0,0.0,1.0,0.0
