t,a,wc,uwc,ewc,cpc,hc,sc,fc,ac
"risk sounding like whiny child , got ta . . . WANNA HOOOOOOOOOOOOMEEEEE ! ! ! Ugh .",1,0.24,0.111,0,4,0.056,0,0,0.056
w/ Business Plan m w/ feasibility project :(,1,0.107,0,0.125,0,0,0,0,0
"miss Jeep bum ride dreaded , horrid Walmart . Boo .",1,0.147,0,0.182,0,0,0,0.182,0.182
thirty minutes turned hours . oops,1,0.08,0,0.167,0,0,0,0,0
"everyones set "" Away "" msn . . talk : \",1,0.147,0,0,1,0,0,0,0
thanks gourmetcook ! cold shower help .,1,0.093,0,0,0,0.143,0,0,0
. . . sorry GPGMail,1,0.067,0,0,2,0,0,0,0
hard accept fact close u pass away,1,0.093,0,0,0,0.143,0,0,0
cute guys think attractive think attractive ?,1,0.093,0,0,0,0,0,0,0
"clear intellectually severing relationship best , heart 2 B complete disagreement . hurts",1,0.173,0.077,0.077,0,0.231,0,0.077,0.077
outta ofc til Monday : : GRAND : : kinda bummed b / c genuinely sick nuthin -- >,1,0.253,0.053,0.053,2,0,0,0,0.053
Somtimes wish better life good smile,1,0.08,0,0.167,0,0.333,0,0,0
Seeing old coworker wife mourn loss 23 year old daughter saddest things seen 😢,1,0.187,0,0.071,0,0.071,0,0,0.071
sad sitting food court eating food home .,1,0.107,0,0,0,0.125,0,0,0
think ve buggered mobile ack . stubborn arse refuse new .,1,0.147,0,0,0,0,0,0,0
"sent dad novel need car winter sent "" lol "" :/",1,0.147,0,0.091,1,0,0,0,0
"Lolz , aw , Batman Brave Bold got cancelled =(",1,0.133,0,0.1,0,0,0,0,0.1
fucking concentrate damn heat ! Cooler job .,1,0.107,0,0,0,0,0,0.25,0
"* sigh * things appear wo seen , guess s hope . . .",1,0.187,0,0,2,0.071,0,0,0
like hey . . people missing . . nt . .,1,0.147,0,0,3,0.091,0,0,0
favorite curling iron broke,1,0.053,0,0,0,0.25,0,0,0
76 long painful miles today . knees ache . approaching 50 years rough . accepting . 3 glasses draft helped .,1,0.28,0,0.19,0,0,0,0,0.048
Traumatized life . mama hit deer .,1,0.093,0,0,0,0,0,0.143,0.143
net died yeah . . . . sad,1,0.107,0,0,3,0,0,0,0.125
"apparently misplaced iPod , 30 gb",1,0.08,0,0.333,0,0,0,0,0
"realized 3 , 000 tweet drunk tweet ! !",1,0.12,0,0.222,1,0,0,0,0
"Wee laddie upset 2 hours . Tried soothing bed , nursing , etc . Nope . 3:30am real food . Blue Clues .",1,0.307,0,0.087,0,0.043,0,0,0
Ahhhhhh - software downloaded install file work,1,0.093,0,0,0,0,0,0,0
Late night talks timmies van,1,0.067,0,0.2,0,0,0,0,0
"Le sigh . TwitPic , like technology , . want ma twitfriends ma ink .",1,0.2,0,0.067,1,0.067,0,0,0
"3 weeks course kitchen sink thrown , m pulling knives forks ears",1,0.16,0,0.083,1,0,0,0,0
journal read past . :(,1,0.067,0,0,1,0,0,0,0
Listing old jb music . . . . Going bck 2006and2007 <33 miss tht,1,0.187,0,0.071,3,0.071,0,0,0
"oooh battlestar galactica channel . rebellion episode ! man , feel sad gaeta . liked",1,0.2,0,0,0,0.067,0,0.067,0.067
"sorry mum , treat",1,0.053,0,0,0,0.25,0,0,0
"thought sensitive lives , right things tries best , different",1,0.133,0,0,0,0,0,0,0
upset . . friday night crying !,1,0.093,0,0.143,1,0,0,0,0
"Wal - Mart orientation . . . work , seriously . . . sucks",1,0.187,0,0.071,4,0,0,0,0
WTF victoria secret yogas stock anymore,1,0.08,0.167,0.167,0,0,0,0,0
reason check email school free food .,1,0.093,0,0,0,0.143,0,0,0
"Aww , world oldest dog dies Japan ! dog news .",1,0.147,0,0.091,0,0,0,0,0.091
rain drops falling head . .,1,0.08,0,0,1,0,0,0,0
"Rope witdrawal effect , tie , teaching , demos , play . worst - play !",1,0.213,0,0,0,0.125,0,0,0
12 days left birthday forget till :),1,0.093,0,0.143,0,0.143,0,0,0
Mexico City traffic Beating rush hour Aeropuerto,1,0.093,0,0.286,0,0,0,0.143,0.143
"Anticipation ! ! ! ! & Anarchy hours ! ! believe 2 episodes left , tho ! !",1,0.24,0,0.111,5,0,0,0.056,0.056
fam Big Island said vog bad ocean . Sad !,1,0.133,0,0.1,0,0,0,0.1,0.1
birthday .,1,0.027,0,0,0,0.5,0,0,0
wanna smile wanna frown,1,0.053,0,0,0,0.25,0,0,0
japanese exchange student cutest thing seen . seriously HAHA want pocketandkeep D :,1,0.173,0.154,0.077,0,0,0,0,0
"Juicy Couture rainboots ripped . ? thrown Juicy , starting .",1,0.147,0,0.182,1,0,0,0,0
Bloody phone ! Wo connect internet properly ¦ <,1,0.12,0,0,0,0,0,0.111,0.111
Sorry reply yesterday Internet stopped working :(,1,0.093,0,0.143,0,0,0,0,0
Brother told gon na miss college,1,0.08,0,0,0,0.167,0,0,0
"comes close , turn salty snacks British fashion mags comfort journey home .",1,0.173,0,0.077,0,0.231,0,0,0
oowww . . . wisdom teeth hurt,1,0.093,0,0,2,0,0,0.143,0.143
burfday,1,0.013,0,0,0,0,0,0,0
want pregnant fat impunity . blame - year old big ass anymore .,1,0.173,0,0.077,0,0,0,0,0
listened Care day,1,0.04,0,0,0,0,0,0,0
shoes taken slippers feet !,1,0.067,0,0,0,0,0,0,0
Drag hell soundtrack Christopher Young delayed june 2nd july 7 . SUCKS pretty bad .,1,0.2,0.067,0.133,0,0,0,0.133,0.133
* eekkk * work,1,0.053,0,0,0,0,0,0,0
"officially holiday ! week Center Parcs , internets bye peeps , return . . .",1,0.2,0,0.067,2,0.067,0,0,0
disabled kids x factor cry,1,0.067,0,0,0,0.2,0,0,0.2
ran Eclipse mints,1,0.04,0,0.333,0,0,0,0,0
People turn person said nt .,1,0.08,0,0,0,0,0,0,0
Wtf getting ? HM : TM today . . . revision revision revision :/,1,0.187,0.143,0.071,2,0,0,0,0
crashing WI high . . . missing mayfield,1,0.107,0.125,0,2,0,0,0,0.125
head hurt,1,0.027,0,0,0,0,0,0.5,0.5
"wish bang ppl town 4 times like ; real , true friends nt",1,0.173,0,0.077,0,0.154,0,0,0.077
Summer/ read 6 books . . . . 6 LONG books,1,0.147,0.091,0.182,3,0,0,0,0
ohmypotato . time bed . Space Program tomorrow !,1,0.12,0,0.111,0,0,0,0,0
social . saw G-1 . . Awwww,1,0.093,0.143,0,1,0,0,0,0
"Games love play original Xbox : Buffy , Voodoo Vince . Games original Xbox : Buffy , Voodoo Vince .",1,0.267,0,0.1,0,0.1,0,0,0
feel crappy today,1,0.04,0,0.333,0,0,0,0,0
""" Highlander "" reference night black guy party . person got .",1,0.16,0,0.167,0,0.083,0,0,0
think cheap sunglasses falling apart . Oh,1,0.093,0,0,0,0,0,0,0
"day TV - fronts colleagues Sydney , Paris , London . . .",1,0.173,0.077,0.231,2,0,0,0,0
slept late,1,0.027,0,0,0,0,0,0,0
"BCS sucks ass . national championship LSU vs . OSU , wo .",1,0.173,0.231,0.231,0,0,0,0,0
headed home . . Sea world closed early,1,0.107,0,0,1,0.25,0,0,0
dull moment,1,0.027,0,0,0,0,0,0,0
binstruct suffers update mib package . . . developer package holidays,1,0.147,0,0.091,2,0.091,0,0,0.091
today sad day . . . r . . p 3 amazing people . jeeze,1,0.2,0,0.133,6,0.067,0,0,0
Missed Chuck tonight . . . feel like cry . final season greatest world .,1,0.2,0,0.133,2,0.067,0,0,0
Comer en el burguer y encontrarte una panda de canis de 12 años hablando de sexo . . . donde vamos llegar,1,0.293,0,0.091,2,0,0,0,0
"Little Sis boyfriend watching Bill Ted , snuggling welcome .",1,0.133,0,0.1,0,0.2,0,0,0
* ugh * miserable looking day . 54 degrees . summer ?,1,0.16,0,0.083,0,0.083,0,0.083,0
""" close 6 "" , mean "" come 6 "" . Ffs people . RIP Polly",1,0.213,0.062,0.125,2,0.062,0,0,0
Man created things threaten survival steal joy peace .,1,0.12,0,0,0,0.111,0,0.111,0.222
sisser moving tomorrow makes sad actually guess technically couple hours Friday .,1,0.16,0,0.25,0,0,0,0,0
got crush issue tomorrow friend going india summer m sad .,1,0.147,0,0.182,0,0.182,0,0.091,0.091
m thoroughly love w zen jumin nt think d patience irl m old weary,1,0.187,0,0,0,0.143,0,0,0
simple nice dinner exist world .,1,0.08,0,0,0,0,0,0,0
bad friend,1,0.027,0,0,0,0.5,0,0.5,0.5
nooooooo sue retiring !,1,0.053,0,0,0,0,0,0,0
m tired sick better Sunday sing morning night,1,0.107,0,0.25,0,0.125,0,0,0.125
ahh sore throat tired . want bed . work,1,0.12,0,0,0,0,0,0,0
loss finals semis . . . purple shirt :( curse remains :( overcoming sadness stuffing face food,1,0.227,0,0,2,0,0,0.059,0.118
Bloody exams week,1,0.04,0,0,0,0,0,0.333,0.333
got bitch depress,1,0.04,0,0,0,0,0,0.333,0.333
Bah ! work . Lol feet hurt nose wo stop running !,1,0.16,0,0,0,0,0,0.083,0.083
Thanks people supported till . wanna thank u . Bye Indonesian,1,0.147,0,0.091,0,0.182,0,0,0
looks like rained weekend climbing,1,0.067,0,0,0,0.2,0,0,0
Trying watch Boys Flowers online . Streaming sucks wireless crappy,1,0.133,0,0,0,0,0,0,0
HA ! Kristen plenty free hugs ! * sigh *,1,0.133,0.1,0.1,1,0.2,0,0,0
lip pierced 30 minutes . died .,1,0.093,0,0.143,0,0,0,0,0.143
"work , work , work , work , fucking job",1,0.133,0,0,0,0,0,0,0
People trying hard hate Cam Newton understanding position,1,0.107,0,0.125,0,0.125,0,0.125,0.125
mom wo nt buy boxers,1,0.067,0,0,0,0,0,0,0
"OMG , time sleep , today horror , hope best weekends * --- * . . Goodnight buddies",1,0.24,0.056,0.056,4,0.056,0,0.056,0.056
Basil highlight day . old man lecture greatness Telegraph . idiot,1,0.147,0,0.091,0,0.091,0,0.091,0
Ugh d better work,1,0.053,0,0,0,0,0,0,0
wanna text girl reply days .,1,0.08,0,0.167,0,0,0,0,0
night absolutely hang,1,0.04,0,0,0,0,0,0.333,0.333
listening AM- teddy picker saw grabbed,1,0.08,0.167,0,0,0,0,0.167,0
"Sarebbe carino organizzare un flash mob bollywoodiano anche Milano . Rimane la definizione anche se siamo , massimo tre ?",1,0.267,0,0.1,0,0,0,0.05,0.05
actually workin weekend . . .,1,0.08,0,0.167,2,0,0,0,0
"interesting evening homeless people Venice Beach night , wishing camera . . . . . . . . model releases",1,0.267,0,0.1,7,0.05,0,0,0.05
pillow,1,0.013,0,0,0,0,0,0,0
wanted Basshunter concert tonight . wanted .,1,0.093,0,0.286,0,0,0,0,0
friend got mugged morning,1,0.053,0,0.25,0,0.25,0,0,0
Man United fans tho lol lol feel Man City tho,1,0.133,0,0.1,0,0,0,0,0
found supervisor ( college ) passed away year . wish known . cool dude .,1,0.2,0,0.067,0,0,0,0,0
15 doe run opposite 🙁,1,0.067,0,0.2,0,0,0,0,0
attempt sync facebook twitter failed,1,0.067,0,0,0,0,0,0,0.2
"matter final outcome , peace mind tried best",1,0.107,0,0,0,0.125,0,0,0
"want Windows Clubhouse , WL Spaces blog random , place share Windows stuff",1,0.173,0.077,0.154,0,0,0,0,0
"fun sun , , m seeing tan want chocolate !",1,0.133,0,0,2,0.1,0,0,0
Sitting . took good seats .,1,0.08,0,0,0,0.167,0,0,0
UGH . . . soooo drag assing today brighter note got G1 update biznesssss !,1,0.2,0.133,0.133,2,0.067,0,0,0
needa change TI backgrounds . . sigh . . . lol,1,0.147,0.091,0,3,0,0,0,0
Freud anatomy cruel mind .,1,0.067,0,0,0,0,0,0.2,0.2
called kris pick feel bad ha ha,1,0.093,0,0,0,0,0,0.143,0.143
Twitter BlackBerry ugly : l,1,0.067,0,0.2,0,0,0,0,0
Getting hair . . . missing,1,0.08,0,0,2,0,0,0,0
"look average players play min pine Nani , Rafael , RVP ,",1,0.16,0.083,0.25,0,0.083,0,0,0
nt sleeeeep miss long hairrr,1,0.067,0,0,0,0,0,0,0
"fear truth , gloomy , counterfeit . - Berl Katznelson",1,0.133,0,0.1,1,0,0,0.1,0.1
People like Twilight Harry Potter .,1,0.08,0,0.167,0,0.167,0,0,0
Sooo m hearing bad things Duck fans tonight . . need start yelling tv ?,1,0.2,0,0.133,1,0,0,0.133,0.067
think working eyes drooping weird drugs nt like . . . nt wait tomorrow,1,0.187,0,0.071,2,0.071,0,0,0
UGH ! Poor Beautiful Girl . Went new tires inspection sticker . $ 590 repair tires .,1,0.227,0.059,0.118,0,0.059,0,0,0
"Walking dark , stepping paper + instantly realizing stepped Gaga poster .",1,0.16,0,0.083,0,0,0,0,0.083
nt .,1,0.027,0,0,0,0,0,0,0
dunno free agency shit . like Christmas Jr .,1,0.12,0,0.111,0,0.333,0,0.111,0
idea m completely lost .,1,0.067,0,0,0,0.2,0,0,0
loving half day ! raining . Soccer Practice tonightt .,1,0.133,0,0,0,0.1,0,0,0
beginning way hard friends,1,0.053,0,0,0,0.25,0,0,0
new laptop ! parents taking away Christmas ): -Summer,1,0.12,0,0.111,0,0.111,0,0,0
wants win wild card play Cubs road .,1,0.107,0,0.125,0,0.25,0,0,0
Conference arranged 4 . 30pm today blew leaving early window,1,0.133,0,0.3,0,0,0,0,0
LOVE trying reconnect continue disappoint .,1,0.08,0.167,0,0,0.167,0,0,0
Dogs coming home war post traumatic stress disorder :(,1,0.12,0,0,0,0.111,0,0,0.333
saw discourage following dreams . want live mediocrity mean .,1,0.133,0,0,0,0.1,0,0,0
eating funnel cake Mag Fest,1,0.067,0,0,0,0,0,0,0
"trying straighten hair , effing hot . , need food",1,0.133,0,0,1,0,0,0.1,0
want cry thought NBA season YEAR MIAMI ! ! ! ! ! ! ! ! ! ! ! !,1,0.253,0.158,0.105,11,0,0,0,0
"Plan evening : dinner , shopping dress shirts , watching , going bed . Plan Saturday : Funeral friend . . .",1,0.293,0,0.091,2,0.045,0,0,0
Going yum dinner watch ' bad girlfriend ' play . 6 time tomorrow,1,0.173,0,0.154,0,0.077,0,0.077,0.077
feel happy day brilliant,1,0.053,0,0,0,0.5,0,0,0
Mom left . . .,1,0.067,0,0,2,0,0,0,0
feel like crying like wish u knew felt rite,1,0.12,0,0,0,0.222,0,0,0
wait marco later ; feeling best,1,0.08,0,0.167,0,0,0,0,0
come huge food fight growing ?,1,0.08,0,0,0,0,0,0.167,0.167
"God replaced sadness laughter , day sad . . .",1,0.133,0,0,2,0.2,0,0,0
book today bothered work weather good,1,0.08,0,0.167,0,0.167,0,0,0
"headache , tired , procrastinating . good time randy .",1,0.133,0,0,0,0.1,0,0,0
believe ER,1,0.027,0.5,0,0,0,0,0,0
! feeling uplifted spirit ai nt trippin ! Hopefully sleep ! wo win !,1,0.187,0,0,0,0.286,0,0,0
working tonight ! bored,1,0.053,0,0.25,0,0,0,0,0
Working graduation . shame .,1,0.067,0,0,0,0,0,0,0
definitely working sunday afternoon late evening,1,0.08,0,0.333,0,0,0,0,0
sad great person mad esp great heart :( hope smiles end tonight,1,0.16,0,0.083,0,0.417,0,0.083,0.083
"Lobster dinner MBA folks tonight , terasse , pouring rain Mtl . . .",1,0.187,0.071,0.214,2,0,0,0,0
big Sean fell stage performing son hard tho . . . . . ASS ASS ASS ASS ASS ASS ASS ASS ASS ! !,1,0.32,0.375,0.083,5,0,0,0,0
"head killing , sneezing , think boyfriend fell asleep . greaaat",1,0.147,0,0,0,0,0,0.091,0.091
drove fisher feel sad,1,0.053,0,0,0,0,0,0,0
"watched terminator 2 cried , movie makes cry reason arnie dies ! m lame !",1,0.2,0,0.133,1,0,0,0,0.133
akward moment text message girl talking boy broke heart !,1,0.133,0,0,0,0.1,0,0,0
hanging mom meme :) missing cals !,1,0.093,0,0,0,0,0,0.143,0.143
possibly going tonight ; Lancaster ? miss Baltimore,1,0.107,0,0.375,0,0,0,0,0
"Instead wiping tears , wipe away people created . &",1,0.133,0,0,0,0,0,0,0
safely wo euro winner week ! !,1,0.093,0,0,1,0.143,0,0,0
got Sing Loud concert // FUCKIN AMAZING,1,0.093,0.286,0.286,0,0.286,0,0,0
Darn allergies ! like time year ! problem,1,0.107,0,0.125,0,0.125,0,0,0
nt cry end sad episode ER . man good series .,1,0.147,0.091,0,0,0.091,0,0,0
"sadness feel realising bought chocolate based ice cream , vanilla .",1,0.147,0,0,0,0,0,0,0
tired sunday morning xxx,1,0.053,0,0.5,0,0,0,0,0
feeling Fab today missing boo,1,0.067,0,0.4,0,0.2,0,0,0
think shopping solves world problems . leave Atlanta tomorrow,1,0.12,0,0.222,0,0,0,0,0
Significant memories bring,1,0.04,0,0,0,0,0,0,0
Hmmm . TinyTwitter small non - touch screen fun,1,0.12,0,0.111,0,0.111,0,0,0
Reminiscing good times looking pictures . remember jokes day met . inseperable !,1,0.173,0,0,0,0.077,0,0,0
purple hair dye online . . .,1,0.093,0,0,2,0,0,0,0
desperate need Daisy perfume,1,0.053,0,0.25,0,0,0,0,0.25
tummy hurts . . .,1,0.067,0,0,2,0,0,0.2,0.2
"ok , son bath , gon na find quick quotes . Gon na miss ya'll weekend . gettin sad",1,0.253,0,0.053,0,0,0,0,0
questions Twitter want despair . battered . complain convinced things better .,1,0.16,0,0,0,0,0,0.083,0.167
feel like watching disney movie . . . bad nt vcr anymore,1,0.16,0,0,2,0.083,0,0.083,0.083
Reached pizza roll . . . left .,1,0.107,0,0,2,0,0,0,0
"retire picture Michael Emerson weird , amazing expression .",1,0.12,0,0.111,0,0.111,0,0,0
"hook door keeps hooking lace shorts , ripping lace",1,0.12,0,0,0,0,0,0,0
"work computer , home laptop fucked .",1,0.093,0,0,0,0.143,0,0,0
thought going fun day,1,0.053,0,0,0,0.25,0,0,0
day mentoring middle school semester flown,1,0.08,0,0.167,0,0,0,0,0
grim 6,1,0.027,0,0.5,0,0,0,0,0.5
lost faded,1,0.027,0,0,0,0,0,0,0
finished season 4 dexter,1,0.053,0,0.25,0,0,0,0,0
10 minutes class . kinda sad cause class fun,1,0.12,0,0.111,0,0.111,0,0,0
sure Roland Emmerich got away naming horrible movie great Heinlein book 1949 .,1,0.173,0,0.231,0,0.077,0,0.077,0.077
depressing shit,1,0.027,0,0,0,0,0,0.5,0.5
"catching bit Later jools . . series . . sob , cry",1,0.16,0,0,2,0,0,0,0
Gon na miss gurl s honeymoon,1,0.08,0,0,0,0.167,0,0,0
"needs water , paper towels coke store feels sick",1,0.12,0,0,0,0,0,0,0.111
": doc said bones look "" fine . "" rhumatologist . old lady",1,0.173,0,0,1,0,0,0,0
tonight bad night,1,0.04,0,0.333,0,0,0,0.333,0.333
feel lonely basement right,1,0.053,0,0,0,0,0,0,0
pretty cold outside today got exam . . .,1,0.12,0,0.111,2,0,0,0,0
hate working winter . shop cold .,1,0.093,0,0.143,0,0,0,0.143,0.143
hate taking lily doc shots . makes super sad,1,0.12,0,0,0,0.111,0,0.222,0.222
Finally miata lot sale,1,0.053,0,0,0,0,0,0,0
"oh , btw - 6 month depression - free time got relapse . . . superb",1,0.213,0,0.062,2,0.125,0,0,0.125
"sadness leaves broken bed , hold depths despair , love 🎶",1,0.147,0,0.091,0,0.091,0,0,0.182
"OUCH moment u found , special .",1,0.093,0.143,0.143,0,0.143,0,0,0
sun breaking clouds ! . . . covered .,1,0.12,0,0,3,0,0,0,0
fuck- new pain med odd warning actually applies . . -chan displeased .,1,0.173,0,0,2,0,0,0,0.077
"want highlight bright lost looking dark , find .",1,0.12,0,0,0,0,0,0,0.111
gosh ! freakin ' bored ! talk !,1,0.107,0,0,0,0,0,0,0
feel like crap,1,0.04,0,0,0,0.333,0,0,0
Found book . Starting real paper - bound journal tonight . annoying zit lip . Makes look like herpes,1,0.253,0,0.053,0,0.053,0,0.053,0
great parade hawaii :) gna sad leaving lando tmrw nt wait home !,1,0.173,0,0.077,0,0.231,0,0,0
"saw baby dove fall tree , break neck die tried save nt . cruel world",1,0.2,0,0,0,0.067,0,0.067,0.133
"OMG realised listening "" perfect story "" penny liked dr horrible ! ! ! damn captain hammer ! omg m sad !",1,0.293,0.045,0.045,2,0.091,0,0.136,0.045
", dream , bitter reality",1,0.067,0,0,0,0.2,0,0.2,0
FIFA tournament boys . Milan semi - final City . Eternal sadness !,1,0.173,0.077,0.154,0,0,0,0,0
104 characters describe feelings right . . .,1,0.107,0,0.125,2,0,0,0,0
lose jeans ? ! ? unsuccessfully searching pairs jeans like 3 months ! !,1,0.187,0,0.071,3,0.071,0,0,0
"let live senior year , please:(I'll",1,0.08,0,0,0,0,0,0,0
Driving convertible rain depressing thing .,1,0.08,0,0,0,0,0,0,0.167
Matrix Online shuts month . . . wow . . . feel kinda sad,1,0.187,0,0.071,4,0,0,0,0
GOSH ! miss football !,1,0.067,0.2,0,0,0,0,0,0
ik ben al vanaf 2 uur bezig voor school . djeeez ! en hett nog wel vrijdag :O .,1,0.253,0.053,0.053,1,0,0,0,0
probably girl pillow pet :(,1,0.067,0,0,0,0,0,0,0
"playing Zeke , leaving today",1,0.067,0,0.4,0,0.2,0,0,0
Poor Josh drove way home :(,1,0.08,0,0.167,0,0.167,0,0,0
know ? surrender . want considered * * person . forte .,1,0.16,0,0,1,0,0,0,0.083
disturbed people find appropriate acceptable . funny cute adults find stuff humorous .,1,0.173,0,0,0,0.077,0,0.077,0
right feeling pretty desolate .,1,0.067,0,0,0,0,0,0,0.2
wanna work sleepy time .,1,0.067,0,0,0,0,0,0,0
"Praying pressure brain 2 subside , brain seizures 2 stop tumors 2 - Dan comfortable niggling cough",1,0.227,0,0.176,0,0.059,0,0,0.118
"right , street market + rain = good idea ! home fire bacon sandwich yummmmm",1,0.2,0,0,0,0.133,0,0,0.067
Kinda hard tell stop voice queen car singing,1,0.107,0,0,0,0.125,0,0,0
Sucky day far hope gets better,1,0.08,0,0.167,0,0.167,0,0,0
saw amazing heeels . big,1,0.067,0,0,0,0.2,0,0,0
Sitting looking episodes Season 4 True Blood missed season :(,1,0.133,0,0.1,0,0,0,0,0.1
nak tengok breaking dawn 1 :(,1,0.08,0,0.167,0,0,0,0,0
hav 8 followers !,1,0.053,0,0.25,0,0,0,0,0
Thanksgiving Time feel 10x faster SD Time ?,1,0.107,0.125,0.25,0,0.125,0,0,0
argue byron said m fat,1,0.067,0,0,0,0,0,0.2,0
HartRamsey'sUPLIFT discouraged means listening wrong voices looking wrong source . Look LORD !,1,0.173,0.077,0,0,0,0,0,0
"cheer , sudden wave :(",1,0.067,0,0,0,0.2,0,0,0
discouraged simple minds vision,1,0.053,0,0,0,0,0,0,0
amazing people change eyes !,1,0.067,0,0,0,0.2,0,0,0
"learn today ? post sold ebay royal mail . lose , refund : compo near - bad",1,0.227,0,0.059,0,0,0,0.059,0.059
damn . . . plans canceled . . . . . friday night home,1,0.187,0,0.143,6,0.071,0,0.071,0
feeling gon na lose important .,1,0.08,0,0,0,0,0,0,0
"Yesterday friend thrown horse lorry drove past , ignoring signaling slow",1,0.147,0,0.091,0,0.091,0,0,0
bored fun companion . Missing bff alreadyyyy ! ! ! !,1,0.147,0,0,3,0.091,0,0,0
good TV,1,0.027,0.5,0,0,0.5,0,0,0
KILL . learned read things books finished internet ?,1,0.12,0.111,0,0,0,0,0.111,0.111
CAR DENTED HAIL sad,1,0.053,0.75,0,0,0,0,0,0
study study study . fun Saturday .,1,0.093,0,0.143,0,0.143,0,0,0
Kitty slept crate night . . . like .,1,0.12,0,0.111,2,0.111,0,0,0
"Maybe need rehab maybe need sleep , think thanksgiving break went right .",1,0.173,0,0,0,0.077,0,0,0
tired friendster account .,1,0.053,0,0,0,0,0,0,0
guy trying discourage anymore want worth contributing society,1,0.107,0,0,0,0,0,0,0
pretty good . kind depressing,1,0.067,0,0,0,0.4,0,0,0.2
"Sad day , got denied indoor ruined life like 2 weeks",1,0.147,0,0.182,0,0.091,0,0.091,0.091
teeth head hurts,1,0.04,0,0,0,0,0,0.333,0.333
14 hours m taking 2 aerobics classes 30 min break,1,0.133,0,0.3,0,0,0,0,0
day high school gon na miss friends,1,0.093,0,0,0,0.143,0,0,0
kind depressing losing followers .,1,0.067,0,0,0,0.2,0,0,0.2
"having profitable day ! Looking forward Sunday . . . gon na great day -- sad , , 5th graders day !",1,0.293,0,0.091,3,0.045,0,0,0
roughnight,1,0.013,0,0,0,0,0,0,0
heavy feeling sadness hearts ? s case rite .,1,0.12,0,0,0,0.111,0,0,0
look pictures night . miss . .,1,0.093,0,0.143,1,0,0,0,0
m sick sad cold,1,0.053,0,0,0,0,0,0,0.25
Went looking / knew true / regret finding .,1,0.12,0,0,0,0,0,0,0
"got finished watching marley , cried like fucking baby . . . missing beast like crazy !",1,0.227,0,0,2,0.176,0,0.118,0.118
misses baby .,1,0.04,0,0,0,0.333,0,0,0
got home work . . feet killing,1,0.093,0,0,1,0.143,0,0.143,0.143
", week left holidays , sad sad",1,0.093,0,0.143,0,0.143,0,0,0
72 . mancano solo 6 mesi alla prossima estate YAAAAY questo significa che mancano solo 6 mesi al mio esame .,1,0.28,0.048,0.238,0,0.048,0,0,0
life boring,1,0.027,0,0,0,0,0,0,0
"learn computer broken March , going depressed .",1,0.107,0,0.125,0,0,0,0,0.25
( whisper ) frown .,1,0.067,0,0,0,0,0,0,0
painful moment attractive random place know .,1,0.093,0,0,0,0,0,0,0.143
"6 number , 10 sounds better . Wild card race ! !",1,0.16,0,0.167,1,0,0,0,0
ma solo io non ho il nuovo twitter ? ? :(,1,0.147,0,0,2,0,0,0,0
need jb dread fact retail summer,1,0.08,0,0.167,0,0.167,0,0.167,0.167
cherry dr . pepper left fridge . . . thank God . m addicted stuff sad things skin .,1,0.253,0,0,3,0.105,0,0,0
BEST day . met greatest 10 year olds . . . AHH . miss ( saw 1 hour xD ) SAD,1,0.28,0.143,0.143,2,0,0,0,0
Smart cars worthless cars . makes sad anymore .,1,0.12,0,0,0,0,0,0,0
True story : seen Ohio State beat Michigan . like curse sports franchises .,1,0.187,0,0.143,0,0.071,0,0.143,0.143
glowing face ? complexion pale,1,0.067,0,0,0,0.2,0,0,0
"oldest cat pisses . weary Kennen ( senile kinda ) , recently s sweet . attacked bit .",1,0.24,0,0.056,1,0.056,0,0.111,0.111
"life consumed work , work midnight weekends . Kill , social life gone",1,0.173,0,0.154,0,0,0,0.077,0.077
pain time ! think knew ! !,1,0.093,0,0,1,0,0,0,0.143
"excited late - night painting night . . . opened new paints , yellow dried .",1,0.213,0,0.062,2,0.062,0,0,0
white van eating mars bar,1,0.067,0,0,0,0,0,0,0
"officially hit wall , totally nonfunctionalproductive work",1,0.093,0,0,0,0,0,0.143,0
Coach bailey remind tht old dude gran torino lol,2,0.12,0,0,0,0,0,0,0
stomach EXPLODE wendys tastes good bad ?,2,0.093,0.143,0,0,0.143,0,0.286,0.286
"letter fucking bullshit , mean fuck",2,0.08,0,0,0,0,0,0,0
assholes reply sweet goodnight text . . SCREW ! DONT EXPECT ACKNOWLEDGE .,2,0.173,0.308,0,1,0.077,0,0.154,0
"happily rude people personally insult unprovoked , deserve 👍 good people deserve respect",2,0.173,0,0,0,0.231,0,0.077,0
nt fuckn know ! Big changes . . . . . em suck balls ! ! ! !,2,0.24,0,0,7,0,0,0,0
ha kina nako eish especially wen husband angna langa lokge,2,0.133,0,0,0,0,0,0,0
Spilled water Bed ! cold right ! goes Good Night Sleep !,2,0.16,0,0.083,0,0.083,0,0,0
hatred auto tuned repetitive ' music ',2,0.093,0,0,0,0.143,0,0.143,0.143
People chewing irritating thing,2,0.053,0,0,0,0,0,0.25,0
Finger Death Punch - makes wanna kick ass . today,2,0.133,0,0.1,0,0,0,0.3,0.2
"honestly , idgaf aree . . piss , wanna meet fck .",2,0.16,0,0,1,0,0,0.083,0
hafta wait year 2 ? Woooow . . Bullshit,2,0.12,0,0.111,1,0,0,0,0
Got $ 20 tip drunk Uber passenger . Today $ 25 parking ticket . blame karma dumb ass forgot pay meter .,2,0.293,0,0.136,0,0,0,0,0
