0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
fair,sure,develop,hyperthyroid,feel,shaki,achi,stiff,light,head,woozi, , , , , , , , , , , , , , , , , , , , , 
hate,happen,read,terribl,one,start,feel,afraid,hesit,continu,review, , , , , , , , , , , , , , , , , , , , , 
want,talk,somebodi,feel,hesit,open,friend, , , , , , , , , , , , , , , , , , , , , , , , , 
proud,seri,great,group,canadian,feel,littl,intimid,talent, , , , , , , , , , , , , , , , , , , , , , , 
feel,distress,abandon,major,restraint,allow,tear,silent,flow,cheek,intermitt,croon,patienc,bear,thi,cross,grief,pain,disappoint,grief,fear,gone, , , , , , , , , , 
feel,alarm, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
hyperventil,feel,distress, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
feel,inhibit,creativ,therapeut,nt,distract,street,foot,traffic,especi,polic, , , , , , , , , , , , , , , , , , , , , 
feel,frantic,d,talk,day, , , , , , , , , , , , , , , , , , , , , , , , , , , 
guess,have,stomach,hurt,possibl,origin,physic,discomfort,make,rememb,feel,distress,hurt, , , , , , , , , , , , , , , , , , , 
feel,hesit,call,fear,question,date,abl,poker,voic,decid,avoid,truth, , , , , , , , , , , , , , , , , , , , 
feel,paranoid, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
nt,stand,power,mint,flavour,toothpast,feel,uncomfort, , , , , , , , , , , , , , , , , , , , , , , , 
find,wonder,feel,unsur, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
pretti,sure,reason,peopl,scare,allow,gay,scout,feel,threaten,gayest,coolest,derbi,car, , , , , , , , , , , , , , , , , , 
return,feel,restless,unhappi,lot, , , , , , , , , , , , , , , , , , , , , , , , , , , 
feel,uncomfort,wear,feel,uncomfort,wear, , , , , , , , , , , , , , , , , , , , , , , , , , 
nt,love,transfer,feel,david,believ,nt,love,feel,pressur,time,lose,weight,love, , , , , , , , , , , , , , , , , , 
know,ill,respons,organis,confid,feel,hesit,thought, , , , , , , , , , , , , , , , , , , , , , , , 
know,come,m,sure,handl,time,feel,restless,lazi, , , , , , , , , , , , , , , , , , , , , , , 
feel,shaken,m,stick, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
drove,close,fire,realiz,d,drive,residenti,neighborhood,order,closer,turn,feel,bit,hesit,invad,peopl,privaci,order,sate,sort,morbid,appetit, , , , , , , , , , 
feel,littl,helpless,nt,wait,patient,complet,form, , , , , , , , , , , , , , , , , , , , , , , , 
feel,like,don,t,want,bed,afraid,fail, , , , , , , , , , , , , , , , , , , , , , , , 
start,feel,alarm, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
indic,feel,overwhelm,work,respons,teach,travel,write, , , , , , , , , , , , , , , , , , , , , , , , 
don,t,feel,frantic,lose,weight,don,t,feel,need,eat,vegan,restrict,way,eat,focus,feel,good,go,forc,s,date,lose,weight,s,good,thing, , , , , 
feel,littl,uncertain,end, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
feel,uptight,go, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
engag,happen,conscious,allow,feel,afraid, , , , , , , , , , , , , , , , , , , , , , , , , , 
feel,littl,shaki,deal, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
extrem,happi,excit,watch,new,moon,feel,reluct, , , , , , , , , , , , , , , , , , , , , , , , 
know,set,goal,meet,new,person,event,spring,summer,feel,shi,sheepish, , , , , , , , , , , , , , , , , , , , 
wo,nt,lie,miss,east,architectur,tree,abl,walk,neighbourhood,feel,like,assault,minut,neighbour,go,polic,look,like,nt,belong,s,phoenix, , , , , , , , , 
feel,tortur,talk, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
tend,let,peopl,feel,self,concious,nt,say,extrem,hesit,let,peopl,pic,ve,gotten,better, , , , , , , , , , , , , , , , 
longer,feel,need,kill,suspici,have,read,journal, , , , , , , , , , , , , , , , , , , , , , , , 
feel,weird,distress,let,plan,flown,window, , , , , , , , , , , , , , , , , , , , , , , , , 
feel,like,nutritionist,hesit,help,gain,weight, , , , , , , , , , , , , , , , , , , , , , , , , 
disagre,poor,read,place,end,huge,cliffhang,thought,have,wait,octob,find,happen,left,feel,distraught, , , , , , , , , , , , , , , , 
scare,feel,shaken,reason, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
feel,pretti,shaken, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
feel,like,ass,hesit, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
begin,feel,apprehens,cast,eye,floor,unabl,watch,longer, , , , , , , , , , , , , , , , , , , , , , , 
found,hard,feel,scare,movi,damn,good,job,bring,emot,stori,children, , , , , , , , , , , , , , , , , , , , 
best,varieti,task,work,differ,part,day,keep,feel,agit,lose,focus, , , , , , , , , , , , , , , , , , , , 
went,feel,uncertain,feel,overwhelm,realiti,god, , , , , , , , , , , , , , , , , , , , , , , , , 
feel,restless,larg,leav,editor,louis,beaver,away,home,attend,dinner,parti,suppos,host, , , , , , , , , , , , , , , , , , 
feel,nervous,start,school,new,tic,earlier,today,talk,feel,confid,nervous, , , , , , , , , , , , , , , , , , , , 
nt,feel,neurot,anxious,like,usual, , , , , , , , , , , , , , , , , , , , , , , , , , 
rememb,listen,feel,slight,scare,warm,secur,sleep,bag, , , , , , , , , , , , , , , , , , , , , , , 
sure,s,peopl,close,feel,threaten,chang, , , , , , , , , , , , , , , , , , , , , , , , , 
began,feel,apprehens,jumpi, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
share,don,t,feel,overwhelm,right, , , , , , , , , , , , , , , , , , , , , , , , , , 
throw,feel,threaten, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
feel,shaken,finger,trembl,vision,blurri,stubborn,tear, , , , , , , , , , , , , , , , , , , , , , , , 
need,silenc,paltri,feel,everyth,weird, , , , , , , , , , , , , , , , , , , , , , , , , , 
feel,wimpi, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
told,feel,uncertain,s,store, , , , , , , , , , , , , , , , , , , , , , , , , , , 
relat,kany,west,feel,intimid,teenag, , , , , , , , , , , , , , , , , , , , , , , , , , 
knew,father,s,day,hard,feel,anxious,didn,t,think, , , , , , , , , , , , , , , , , , , , , , 
sudden,feel,littl,anxious,time,tick, , , , , , , , , , , , , , , , , , , , , , , , , , 
feel,skeptic,start,year,ago,research,freyja,brought,interest,creativ,juic,think,s, , , , , , , , , , , , , , , , , , , 
left,feel,scare, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
nt,know,feel,terrifi,incred,thing, , , , , , , , , , , , , , , , , , , , , , , , , , 
feel,pressur,sampl,littl,draw,use, , , , , , , , , , , , , , , , , , , , , , , , , , 
nt,reconcil,like,justin,want,feel,like,neurot,human,case,bipolar,pull,string,life, , , , , , , , , , , , , , , , , , 
didn,t,allow,feel,uncomfort, , , , , , , , , , , , , , , , , , , , , , , , , , , 
feel,deepli,threaten,nightmar,hope,congress,impeach,obama,impos,dread,thing, , , , , , , , , , , , , , , , , , , , , 
don,t,work,feel,anxious, , , , , , , , , , , , , , , , , , , , , , , , , , , 
feel,littl,apprehens,tomorrow,weigh, , , , , , , , , , , , , , , , , , , , , , , , , , , 
wonder,feel,pressur,glorifi,militari,buy,thing,eat,junk, , , , , , , , , , , , , , , , , , , , , , , 
nt,glimmer,feel,confus,broken, , , , , , , , , , , , , , , , , , , , , , , , , , , 
tendenc,impuls,purchas,m,feel,bit,uptight,stick,chocol,bar,compuls,eater, , , , , , , , , , , , , , , , , , , , 
know,dread,sit,dental,chair,patient,feel,assault,soon,hear,drill, , , , , , , , , , , , , , , , , , , , , 
know,s,kind,funni,feel,hesit,make,fashion,use,scent,cloth,worri,bit, , , , , , , , , , , , , , , , , , , 
feel,vulner,scare, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
feel,like,design,shi,away,color,kitchen,love,julia,incorpor,bright,splash,orang,blue,green,space, , , , , , , , , , , , , , , , 
rememb,receiv,phone,rememb,tri,sister,feel,complet,helpless, , , , , , , , , , , , , , , , , , , , , , , 
help,feel,suspici, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
feel,unsur,jitter,away,love,job,week,show,job,need,right, , , , , , , , , , , , , , , , , , , , , 
feel,distraught,disturb,time, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
feel,kinda,shaki,mind,doubt, , , , , , , , , , , , , , , , , , , , , , , , , , , 
feel,tortur,like,addict, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
question,feel,nervous,abl,hit,target, , , , , , , , , , , , , , , , , , , , , , , , , , 
lucki,guess,don,t,feel,fear,risk,lose,thing, , , , , , , , , , , , , , , , , , , , , , , 
think,rememb,feel,reluct,babysit,certain,children,girl, , , , , , , , , , , , , , , , , , , , , , , , 
nt,feel,intimid,lack,yarni,knowledg, , , , , , , , , , , , , , , , , , , , , , , , , , 
wait,watch,day,tick,date,approach,feel,like,day,littl,agit,anxious,s,t, , , , , , , , , , , , , , , , , , 
feel,timid, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
feel,helpless,lost,nt,know, , , , , , , , , , , , , , , , , , , , , , , , , , , 
look,feel,distress, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
know,real,reason,feel,scare,nt,know,scare, , , , , , , , , , , , , , , , , , , , , , , , 
feel,hesit,post,self,portrait, , , , , , , , , , , , , , , , , , , , , , , , , , , 
nt,breath,feel,shi, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
feel,nervous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
angri,feel,helpless, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
feel,slight,neurot, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wonder,feel,reluct,spend,time, , , , , , , , , , , , , , , , , , , , , , , , , , , 
feel,afraid,thes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
feel,neurot,reason, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
feel,scare,guilti,horrifi,ve,terribl,mistak, , , , , , , , , , , , , , , , , , , , , , , , , 
endur,share,caus,effect,christian,feel,neurot,need,attach,signific,defin,bad,observ,happen,live,concern,disapprov,rate,rank,high, , , , , , , , , , , , 
keen,succeed,began,work,monday,feel,distinct,apprehens, , , , , , , , , , , , , , , , , , , , , , , , 
rememb,feel,terrifi,teach,albemarl,road,middl,heard,terribl,thing,gang,violenc,low,perform,school,bad,behavior,parent,involv, , , , , , , , , , , , , 
feel,slight,terrifi,girl, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
start,feel,tortur,hear,voic,better, , , , , , , , , , , , , , , , , , , , , , , , , , 
don,t,want,forc,edit,feel,take,strang,way,help,enjoy,stori,time, , , , , , , , , , , , , , , , , , , 
find,crawl,shell,feel,unprotect, , , , , , , , , , , , , , , , , , , , , , , , , , , 
love,sing,like,guy,sing,feel,afraid,judg,sound, , , , , , , , , , , , , , , , , , , , , , , 
relief,ach,feel,tad,overwhelm,current,live,situat,unemploy,get,antsi,find,work, , , , , , , , , , , , , , , , , , , 
want,leav,feel,secur,insecur,world, , , , , , , , , , , , , , , , , , , , , , , , , , 
visit,psychologist,year,ago,took,heart,said,close,let,know,feel,uncomfort, , , , , , , , , , , , , , , , , , , , 
fine,cri,feel,shaki, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
feel,like,reluct,mother, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
think,start,feel,fear,futur, , , , , , , , , , , , , , , , , , , , , , , , , , , 
start,think,endeavour,pretti,commit,t,help,feel,littl,intimid,unknown, , , , , , , , , , , , , , , , , , , , , 
feel,scare,immedi,reduc,elimin,feel,entir, , , , , , , , , , , , , , , , , , , , , , , , , 
intens,dislik,feel,uncertain,tri,like,hell,reject, , , , , , , , , , , , , , , , , , , , , , , , 
feel,slowli,tortur,father, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
feel,shi,think,take,stupid,hell,talk,instead,talk,group, , , , , , , , , , , , , , , , , , , , , , 
ve,tri,hard,stay,moment,mind,higher,power,time,feel,fear,let,yesterday,cloud,today, , , , , , , , , , , , , , , , , 
feel,littl,restless,tri,figur, , , , , , , , , , , , , , , , , , , , , , , , , , , 
feel,intimid, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
guess,ve,chanc,year,time,like,person,start,avoid,partial,feel,insecur, , , , , , , , , , , , , , , , , , , , 
teach,class,feel,uncomfort,control, , , , , , , , , , , , , , , , , , , , , , , , , , , 
feel,scare,expos, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
feel,afraid,import, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
rememb,feel,afraid, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
find,feel,inhibit,rant,vent,want,promot,posit,mindset,inspir,sens,peac,come,page,blog, , , , , , , , , , , , , , , , , 
know,feel,weird,day,age,mascara,default,natur,un,look,s,lipstick,default,makeup,item, , , , , , , , , , , , , , , , , 
feel,paranoid,hideous,insect,right, , , , , , , , , , , , , , , , , , , , , , , , , , , 
feel,hesit,order,sure,month,roller,coaster,hormon, , , , , , , , , , , , , , , , , , , , , , , , 
feel,like,shaken,hand,death, , , , , , , , , , , , , , , , , , , , , , , , , , , 
feel,pressur,stupid,file,ve,laptop,background,remind, , , , , , , , , , , , , , , , , , , , , , , , 
feel,littl,nervous,intimid,came,away,appreci,great,citi, , , , , , , , , , , , , , , , , , , , , , , 
feel,indecis,past,coupl,week,knew,ve,told, , , , , , , , , , , , , , , , , , , , , , , , 
flood,creativ,drive,confid,feel,littl,hesit, , , , , , , , , , , , , , , , , , , , , , , , , 
nt,feel,stori,frantic,funni,christma,pageant,mild,nt,farcic, , , , , , , , , , , , , , , , , , , , , , 
feel,skeptic,jesus,christian,afraid,believ,jesus,time,christian,kind,sad,like,said,find,christian,appeal, , , , , , , , , , , , , , , , 
rememb,feel,anxious,mum,die,age, , , , , , , , , , , , , , , , , , , , , , , , , , 
didn,t,want,offend,friend,wasn,t,exact,feel,talk,podcast,skeptic, , , , , , , , , , , , , , , , , , , , 
afraid,told,feel,threaten,d,angri,d,hurt, , , , , , , , , , , , , , , , , , , , , , , , 
feel,paranoid,right,drink,water,nt,help, , , , , , , , , , , , , , , , , , , , , , , , , 
call,addl,woman,nt,receiv,elit,combat,train,live,social,life,nun,order,feel,threaten, , , , , , , , , , , , , , , , , 
feel,vulner,grasshopp,chicken,pen, , , , , , , , , , , , , , , , , , , , , , , , , , , 
feel,constant,uncertain, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
love,take,peopl,smile,way,children,giggl,gorgeous,way,littl,one,closer,mom,stranger,smile,feel,scare,way,teenag,boister,life,hope, , , , , , , , , , 
sudden,feel,uncertain,futur,slim,slim, , , , , , , , , , , , , , , , , , , , , , , , , , 
usual,awar,person,talk,tendenc,feel,uncomfort,lurk,suspicion,eye,contact,way,assert, , , , , , , , , , , , , , , , , , , 
came,spot,person,differ,feel,uncomfort,reason, , , , , , , , , , , , , , , , , , , , , , , , , 
feel,intimid, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
plan,place,feel,intimid,thing, , , , , , , , , , , , , , , , , , , , , , , , , , , 
feel,complet,unsur,direct,take, , , , , , , , , , , , , , , , , , , , , , , , , , , 
know,lord,bless,freeli,feel,pressur, , , , , , , , , , , , , , , , , , , , , , , , , , 
feel,like,peopl,normal,nt,talk,inhibit,hear,music, , , , , , , , , , , , , , , , , , , , , , , 
feel,extrem,agit,anxious,ad,sad,know,came,fact,anniversari,year, , , , , , , , , , , , , , , , , , , , , 
hate,ugli,make,feel,truth,let,behavior,dictat,feel,lose,feel,insecur, , , , , , , , , , , , , , , , , , , , 
feel,confus,stress,tension,approach,ask, , , , , , , , , , , , , , , , , , , , , , , , , , 
victim,natur,disast,m,lucki,peopl,trauma,catastroph,feel,shaken,quak, , , , , , , , , , , , , , , , , , , , , 
nt,care,said,walk,room,nt,feel,bash, , , , , , , , , , , , , , , , , , , , , , , , 
begin,day,let,asid,feel,overwhelm,remind,go,ahead,endur,come,surpris, , , , , , , , , , , , , , , , , , , , 
taken,hit,year,m,go,busi,thank,hang,peopl,year,ago,feel,like,need,shaken, , , , , , , , , , , , , , , , , 
feel,unsur,feel,like,failur, , , , , , , , , , , , , , , , , , , , , , , , , , , 
feel,insecur, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
watch,movi,pit,danger,small,safe,place,man,stand,catch,ladi,thrown,pit,feet,deep, , , , , , , , , , , , , , , , , 
feel,pressur,like,need,hurri,choos,want, , , , , , , , , , , , , , , , , , , , , , , , , 
feel,need,suspici, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wan,knew,break,jedi,code,emot,feel,padm,tortur,gave,desir,knew,shouldn,t, , , , , , , , , , , , , , , , , , 
ask,parent,advic,feel,hesit, , , , , , , , , , , , , , , , , , , , , , , , , , , 
tri,rock,bang,feist,obsess,time,high,end,get,feel,uncomfort,pin,let,grow, , , , , , , , , , , , , , , , , , 
feel,littl,strang, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
feel,suspici,wrinkl,prevent,beauti,product,reason, , , , , , , , , , , , , , , , , , , , , , , , , 
feel,distraught,understand,littl,work,human,world,question,destini,inherit,key,thing,bodi, , , , , , , , , , , , , , , , , , , 
feel,afraid,feel,uncomfort, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
feel,destini,uncertain,safe,repair, , , , , , , , , , , , , , , , , , , , , , , , , , , 
feel,distraught,guess,know,like,write,edit, , , , , , , , , , , , , , , , , , , , , , , , , 
feel,like,hesit,heart, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
feel,feel,weird, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
start,ufo,know,nt,fall,chair,tell,d,cut,piec,late,night,feel,restless,sleep, , , , , , , , , , , , , , , , , 
feel,pressur,differ,direct,cours,cope,need,write,write,best,audienc, , , , , , , , , , , , , , , , , , , , , 
automat,reduc,stress,longer,feel,pressur,creat,life,s,perfect,balanc,given,moment, , , , , , , , , , , , , , , , , , , 
feel,vulner,yesterday,best,postpon,catch,realist,friend,equilibrium,restor, , , , , , , , , , , , , , , , , , , , , , 
rememb,feel,incred,scare,like,impend,doom,ahead,face,sooner,later, , , , , , , , , , , , , , , , , , , , , 
hate,feel,pressur,enabl,amount,intellectu,masturb,allow,peopl,claim,mileston,nt,hit, , , , , , , , , , , , , , , , , , , 
came,home,feel,anxious,grumpi, , , , , , , , , , , , , , , , , , , , , , , , , , , 
paid,friday,saturday,inform,informitav,fashion,detail,feel,distraught,distract,seem,tire,eye, , , , , , , , , , , , , , , , , , , 
feel,shaki,scare,long,time, , , , , , , , , , , , , , , , , , , , , , , , , , , 
feel,anxious,thing,pass,background,check,job,got,ta,find,desk,fit,monitor,wait,start,train, , , , , , , , , , , , , , , , 
caught,elev,got,stuck,floor, , , , , , , , , , , , , , , , , , , , , , , , , , , 
expand,idea,yellow,outward,walk,room,s,bright,yellow,feel,kind,intimid, , , , , , , , , , , , , , , , , , , , 
suspect,public,enemi,number,feel,terrifi,ill,lose,job,love, , , , , , , , , , , , , , , , , , , , , , 
feel,insecur,especi, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
feel,afraid,stand,face,face,invit,hous,know,happen, , , , , , , , , , , , , , , , , , , , , , , 
walk,mall,amp,shop,time,mirror,feel,terrifi,catch,glimps, , , , , , , , , , , , , , , , , , , , , , 
feel,littl,wimpi,over,naiv,prefer,braini,solut,wholesal,slaughter,ya,nt,help, , , , , , , , , , , , , , , , , , , 
feel,sceptic,indign,happi,peopl,world, , , , , , , , , , , , , , , , , , , , , , , , , , 
suspect,doctor,student,feel,overwhelm,inform,end,year, , , , , , , , , , , , , , , , , , , , , , , , 
hercul,feel,insecur,bluster,attract,women,didn,t,justifi,action,episod, , , , , , , , , , , , , , , , , , , , , 
feel,slight,terrifi,ladder,situat, , , , , , , , , , , , , , , , , , , , , , , , , , , 
feel,insecur,write, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
woke,week,feel,uncertain,unsur, , , , , , , , , , , , , , , , , , , , , , , , , , , 
feel,helpless,weari, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
feel,uptight,angri,worthless, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
admit,feel,intimid,later,tomorrow,peopl, , , , , , , , , , , , , , , , , , , , , , , , , , 
uniqu,skill,set,feel,threaten,presenc,woman,room,matter,larg,group, , , , , , , , , , , , , , , , , , , , , 
fear,exam, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
messag,head,pictur,sentenc,feel,insecur,share,wrong, , , , , , , , , , , , , , , , , , , , , , , , 
like,feel,film,frantic,pace,way,cell,phone,like,pistol,word,like,mm,round, , , , , , , , , , , , , , , , , , 
wrote,book,way,reader,believ,god,doesn,t,feel,uncomfort,topic,brought, , , , , , , , , , , , , , , , , , , , 
feel,bit,reluct,turn,peopl, , , , , , , , , , , , , , , , , , , , , , , , , , , 
feel,overwhelm,want,scream, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
don,t,know,blood,sugar,drop,feel,shaki,despit,air,feel,clammi,hot, , , , , , , , , , , , , , , , , , , 
feel,like,peopl,afraid,judg,terrifi,social,unaccept,tri, , , , , , , , , , , , , , , , , , , , , , , 
feel,presens,tortur,soul,spot, , , , , , , , , , , , , , , , , , , , , , , , , , , 
count,veteran,feel,bit,fraud,reluct,conscript,s,saw,action,fact,left,shore, , , , , , , , , , , , , , , , , , , 
feel,bit,shaki,s,chest,discomfort, , , , , , , , , , , , , , , , , , , , , , , , , , 
feel,restless,haven,t,life,feel,like,shit,t,s,mom,let,lack,abil,concentr, , , , , , , , , , , , , , , , , 
like,sleep,husband,ladi,parti,feel,uncomfort, , , , , , , , , , , , , , , , , , , , , , , , , 
ride,bush,fire,island,australia,pushbik,littl,boy, , , , , , , , , , , , , , , , , , , , , , , , 
feel,nervous,test,nt,freak,mention,term,phrase,nt,recal,studi, , , , , , , , , , , , , , , , , , , , , 
knew,nt,finish,modul,requir,point,neil,point,feel,need,speak,unsur,ask,help,situat,occur, , , , , , , , , , , , , , , , 
feel,uncertain,lot,certain,challeng,chisel,away,unneed,aspect,longer,need, , , , , , , , , , , , , , , , , , , , , 
nt,speak,nt,feel,terrifi,slightest,nois,heard, , , , , , , , , , , , , , , , , , , , , , , , 
feel,afraid,way,great,friend,look, , , , , , , , , , , , , , , , , , , , , , , , , , 
left,feel,unsur,book,fact,authori,specul, , , , , , , , , , , , , , , , , , , , , , , , , 
start,feel,bit,nervous,saw,coastlin,radar,mile, , , , , , , , , , , , , , , , , , , , , , , , 
nt,think,honest,lot,thing,wrong,feel,skeptic,certain,thing,everytim,hang, , , , , , , , , , , , , , , , , , , , 
don,t,know,feel,uncertain,know,mother,despit,inabl,breastfe,fail,forg,strong,bond,children, , , , , , , , , , , , , , , , , 
feel,insecur,reason,think,find,invalid, , , , , , , , , , , , , , , , , , , , , , , , , , 
feel,insecur,threaten,time, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
think,heartfelt,discuss,mom,actual,understand,want,feel,doubt,support,decis, , , , , , , , , , , , , , , , , , , , , 
feel,overwhelm, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
feel,apprehens, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
feel,scare, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wo,nt,feel,insecur, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
start,gp,rotat,feel,bit,apprehens,start,attach,ve,thusfar,hope,turn,okay, , , , , , , , , , , , , , , , , , , 
remind,joy,peac,feel,arm,tortur, , , , , , , , , , , , , , , , , , , , , , , , , , 
want,settl,draft,qualiti,write,blog,think,creat,polish,work,feel,intimid,stuck,stop,write, , , , , , , , , , , , , , , , , 
cite,watch,certain,great,feel,uncov,fear,fear,confus, , , , , , , , , , , , , , , , , , , , , , , 
ve,born,wit,suffer,innoc,children,hand,violent,feel,helpless,tri,thing,better, , , , , , , , , , , , , , , , , , , 
feel,scare,make,want,hide, , , , , , , , , , , , , , , , , , , , , , , , , , , 
feel,tortur,sure,handl,get,drunk,non,stop,feel, , , , , , , , , , , , , , , , , , , , , , , 
feel,uncertain,think,think,given,charg,perfect,wonder,joy,soul,lack, , , , , , , , , , , , , , , , , , , , , 
nt,sleep,feel,paranoid,hear,thing,nt,know, , , , , , , , , , , , , , , , , , , , , , , , 
found,feel,distraught,find,way,comfort, , , , , , , , , , , , , , , , , , , , , , , , , , 
feel,shaki, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
signific,prefer,paperback,guid,feel,afraid,aquapon,avail,search,form,order,copi,amazon,local,bookstor, , , , , , , , , , , , , , , , , 
hate,feel,indecis, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
feel,strang,mix,emot,fact, , , , , , , , , , , , , , , , , , , , , , , , , , , 
know,impati,roderick,said,like,feel,take,long,afraid,high,priest,simpli,doesn,t,take,prioriti,like, , , , , , , , , , , , , , , 
feel,like,mixtap,allow,compil,vulner,way,like,open,thought,feel,song,select,song,flow,tape, , , , , , , , , , , , , , , , 
walk,theater,feel,complet,terrifi, , , , , , , , , , , , , , , , , , , , , , , , , , , 
feel,bit,apprehens,thing,start,mile,d,seen,man,help,earlier,mile,run,look,like,pain,knee,injuri, , , , , , , , , , , , , , 
feel,paranoid,peopl,kick,feel,like,s,go,tap,danc,right,belli, , , , , , , , , , , , , , , , , , , , 
feel,afraid,write, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
feel,reluct,spend,month,s,paycheck,purs,think,permalink, , , , , , , , , , , , , , , , , , , , , , , 
discuss,option,warn,pro,vbac,sure,decis,feel,pressur, , , , , , , , , , , , , , , , , , , , , , , 
start,feel,anxious,wanna,home, , , , , , , , , , , , , , , , , , , , , , , , , , , 
feel,oblig,expos,jim,bakker,buddi,feel,suspici,behavior,zombieland, , , , , , , , , , , , , , , , , , , , , , 
feel,shi,manag,hit,peopl,paul, , , , , , , , , , , , , , , , , , , , , , , , , , 
feel,kina,shaki, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
found,kick,ass,confid,express,fulli,feel,shaki,insid, , , , , , , , , , , , , , , , , , , , , , , 
suppos,strongest,feel,insid,time,find,strang, , , , , , , , , , , , , , , , , , , , , , , , , 
contain,need,violenc,satisfact,make,feel,helpless,right, , , , , , , , , , , , , , , , , , , , , , , , 
feel,littl,neurot, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
comfort,feel,extrem,insecur,self,conscious, , , , , , , , , , , , , , , , , , , , , , , , , , 
begin,feel,inhibit, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
sit,upstair,parent,downstair,feel,bit,frighten,happen,weren,t, , , , , , , , , , , , , , , , , , , , , , 
feel,insecur,petti,silli,honest, , , , , , , , , , , , , , , , , , , , , , , , , , , 
rememb,feel,pose,terrifi,take,pictur, , , , , , , , , , , , , , , , , , , , , , , , , , 
shake,feel,anxious,reason,nt,sleep,felt,like,bodi,fail, , , , , , , , , , , , , , , , , , , , , , 
feel,like,neurot,trap,housewif,robot,wife,malfunct, , , , , , , , , , , , , , , , , , , , , , , , 
feel,like,vulner,unprepar,mom,begin,lose,option,keep,kid,shelter,home, , , , , , , , , , , , , , , , , , , , 
feel,littl,suspici,assum,polit,ish,motiv,origin,observ,support,effort,like,recycl,reduc, , , , , , , , , , , , , , , , , , 
abl,feel,strang,went,hous, , , , , , , , , , , , , , , , , , , , , , , , , , , 
feel,uncertain,idea,shift,durat,frequenc,extend,shifter,edg, , , , , , , , , , , , , , , , , , , , , , , 
grow,learn,s,exposit,receiv,end,make,feel,insecur, , , , , , , , , , , , , , , , , , , , , , , 
