t,a,wc,uwc,ewc,cpc,hc,sc,fc,ac
"think defense USC playing , need fix things offense win PAC 12 year '",2,0.173,0.143,0.143,0,0.143,0.000,0.071,0.000
think bout want beat shit face ugly inside,2,0.099,0.000,0.000,0,0.000,0.250,0.375,0.125
"Okay annoyed , good job .",2,0.074,0.000,0.000,0,0.167,0.000,0.167,0.000
fucking hate girls wear fake tan look like complete cunts,2,0.123,0.000,0.000,0,0.200,0.100,0.100,0.100
biggest pet peeves clothes constantly fall hangers .,2,0.099,0.000,0.000,0,0.000,0.000,0.125,0.000
PUJOLS EVIL GREEDY JERK . LEAVE WE'VE ! ? 11 ? HOPE DIES FIRE !,2,0.185,0.600,0.133,1,0.067,0.133,0.133,0.200
"moment shower gets cold like "" fuck ! ! """,2,0.123,0.000,0.000,2,0.100,0.000,0.000,0.000
seriously . . . play Xfactor loves Coldplay . . . . like seriously ? hate fickle people music taste,2,0.247,0.000,0.100,5,0.200,0.050,0.050,0.050
need calm . venom inside,2,0.062,0.000,0.000,0,0.000,0.000,0.200,0.200
pray apologize God getting angry . . . . . . thing work pray,2,0.173,0.000,0.000,5,0.071,0.000,0.071,0.000
"Da er det bare å åpne luke nr 1 julekalenderen da :) Nei , det er det ikke . den spiste jeg opp mange uker siden .",2,0.333,0.000,0.037,0,0.000,0.000,0.000,0.037
Frustrating night god damnn people,2,0.062,0.000,0.200,0,0.200,0.000,0.200,0.000
Missing kourtney kim new york nt plan,2,0.086,0.000,0.000,0,0.000,0.143,0.000,0.000
pressure burst pipes 😭,2,0.049,0.000,0.000,0,0.000,0.000,0.000,0.000
Annoying people rung hang pick phone,2,0.074,0.000,0.000,0,0.000,0.167,0.333,0.167
hate lump throat wanna cry wanna let,2,0.086,0.000,0.000,0,0.000,0.286,0.143,0.143
Love nearly car crash cause fat bitch nt right way car skidded nt stop .,2,0.185,0.000,0.000,0,0.067,0.067,0.067,0.067
Holy fuck ! stocking ! wtf ! Nooooooooo ! God Noooooo ! monster . . . .,2,0.210,0.000,0.000,3,0.118,0.000,0.000,0.059
wee pop socks FALLING INSIDE SHOES,2,0.074,0.500,0.000,0,0.000,0.000,0.000,0.000
"FUCK MOVES LIKE JAGGER FIND WAY IPOD ? ? ? ANSWER ITUNES , DAMMIT ! ! !",2,0.210,0.588,0.059,4,0.059,0.000,0.000,0.000
"pissed fuck , aboutta gym",2,0.062,0.000,0.000,0,0.000,0.000,0.200,0.000
Heading 2 d gym got 2 work,2,0.086,0.000,0.286,0,0.000,0.000,0.000,0.000
know want kick shit .,2,0.062,0.000,0.000,0,0.000,0.000,0.400,0.000
hungry trying Coney option right sum Bull Shit,2,0.099,0.000,0.125,0,0.000,0.000,0.125,0.000
People actions mirror reflection . . . Learn Today ?,2,0.123,0.000,0.100,2,0.000,0.000,0.000,0.000
"iPod armband , missing weeks . desk . Ostensibly time .",2,0.136,0.000,0.182,0,0.000,0.091,0.000,0.000
Ppl grieve different ways . . . . happen,2,0.111,0.000,0.111,3,0.000,0.111,0.000,0.000
Internet painfully slow today,2,0.049,0.000,0.250,0,0.000,0.250,0.000,0.250
People chewing irritating thing,2,0.049,0.000,0.000,0,0.000,0.000,0.250,0.000
read Youtube comments discussing gay marriage .,2,0.086,0.000,0.000,0,0.143,0.000,0.000,0.000
"thirsty chance disagree w/ left , realize affront bigoted platform .",2,0.136,0.000,0.091,0,0.000,0.091,0.091,0.000
Resting getting fustrated fight night champion Locked quick b4 losin,2,0.123,0.000,0.100,0,0.100,0.000,0.200,0.100
computer nt loading page Twitter . . .,2,0.099,0.000,0.125,2,0.000,0.000,0.000,0.000
Apple add HDMI ports damn MacBook pro . Seriously thunderbolt / display shit stupid hell . smash .,2,0.222,0.056,0.111,0,0.000,0.056,0.222,0.111
tomorrow worse . feel sorry person !,2,0.086,0.000,0.143,0,0.000,0.000,0.000,0.000
God grant serenity recieve divinity n succumb foolish mentality levels enemies . management,2,0.160,0.000,0.000,0,0.231,0.000,0.077,0.077
"admit , feel like monster",2,0.062,0.000,0.000,0,0.200,0.000,0.000,0.200
"Shaking fucking bell gon na money , gon na punch face .",2,0.148,0.000,0.000,0,0.083,0.000,0.083,0.167
Boy oh boy ! weekday schedule crazy ! matter tired takes smile Kai face frown,2,0.185,0.000,0.067,0,0.067,0.067,0.067,0.067
"anger inside turned fuel , burned watched spin , like inferno types ,",2,0.160,0.000,0.000,0,0.077,0.000,0.154,0.077
"Woman walks shop , complains cold LEAVES DOOR WIDE OPEN",2,0.123,0.400,0.000,0,0.000,0.100,0.000,0.000
"feel like punching bosses face . . . times , choke !",2,0.148,0.000,0.000,2,0.083,0.083,0.167,0.083
luv seeing man scowl face walking protein shaker clenching fists . immediately stop n suck dick,2,0.198,0.000,0.000,0,0.000,0.000,0.062,0.000
u smack ur lips u eat vicinity best believe rip face wear church .,2,0.173,0.000,0.000,0,0.000,0.000,0.071,0.000
know feel college gettin older,2,0.062,0.000,0.000,0,0.000,0.000,0.000,0.000
awkward moment hate pulse .,2,0.062,0.000,0.000,0,0.000,0.200,0.200,0.200
Holding like holding grenade pulling pin 1:It stupid 2:it / going explode moment,2,0.160,0.000,0.000,0,0.077,0.077,0.077,0.154
turn . Soon says hi burst tears lmaoo overwhelmed .,2,0.123,0.000,0.000,0,0.000,0.200,0.000,0.000
LOL reminders ex - gf birthday approaching . bad considers acknowledging existence affront . . .,2,0.198,0.062,0.000,2,0.062,0.000,0.062,0.062
Heart - wrenching scenes Kolkata yesterday . India wake start respecting human life !,2,0.173,0.000,0.214,0,0.143,0.000,0.000,0.071
ready hell home . stop talking check !,2,0.099,0.000,0.000,0,0.125,0.125,0.125,0.125
ve wondered long Angelina Brad crap . gon lie 😐,2,0.123,0.000,0.100,0,0.100,0.200,0.000,0.000
offense ppl creams build glutes . . . COME . squat .,2,0.148,0.083,0.000,2,0.000,0.000,0.083,0.000
shady Jongdae ex rumoured girlfriends going WGM saying joyed joyed,2,0.123,0.100,0.200,0,0.000,0.000,0.000,0.100
omg ! goooood ass nappy nap jusss woke bout 2 clean lil ready,2,0.160,0.000,0.000,0,0.000,0.000,0.077,0.000
fuck watching Oireachtas Report ?,2,0.062,0.000,0.000,0,0.000,0.000,0.000,0.000
tears ! ! ! ! fuck let shit ? ? ! ! ! ? ? ! ! !,2,0.222,0.000,0.000,12,0.000,0.056,0.056,0.000
Goddamn headache .,2,0.037,0.000,0.000,0,0.000,0.000,0.000,0.000
fuming,2,0.012,0.000,0.000,0,0.000,0.000,1.000,0.000
"Littlewoods advert decided dispel importance Father Christmas ? magic , rapping children .",2,0.160,0.000,0.154,0,0.154,0.000,0.000,0.000
ve got n makes angry ! dnt know wats wrong wit ! angry nd moody 4 reason ! need help !,2,0.259,0.000,0.048,0,0.000,0.000,0.095,0.000
hell drilling outside house ? ! Literally got sleep half busy shift twats woken,2,0.173,0.000,0.071,1,0.000,0.071,0.143,0.071
Jim Steakout til 5 <3 need come fake boyfriend creeps away LOLZ,2,0.148,0.083,0.250,0,0.000,0.000,0.000,0.000
irritated u love like god damn ur makin angry love u forgive u angry,2,0.173,0.000,0.000,0,0.286,0.000,0.286,0.000
eyes dilated . hate world right rage thousand fiery dragons . need drink .,2,0.173,0.000,0.071,0,0.000,0.071,0.143,0.214
"angry , frustrated , upset fuck right needs hit",2,0.111,0.000,0.000,0,0.000,0.111,0.333,0.000
loss Duke women final loss UConn men quarters . . . .,2,0.148,0.000,0.167,3,0.000,0.167,0.000,0.167
class cunt ! ! ! Park car outside fucking house car fucking drive ! ! ! !,2,0.210,0.000,0.000,5,0.000,0.000,0.000,0.000
"OFFA release details new Access Agreements - Lots new fee waivers ( £ 37 m ) . . . great Treasury , great students",2,0.296,0.042,0.125,3,0.083,0.000,0.000,0.000
baskets better bad mood irritate practice,2,0.074,0.000,0.000,0,0.000,0.000,0.333,0.167
Psh . Yes Type personality . . . m working . issues issues . . shit issues period . Lol,2,0.247,0.000,0.000,4,0.000,0.000,0.050,0.000
Threat factors respect provocation bulb worm : BnQo,2,0.099,0.000,0.125,0,0.125,0.000,0.250,0.125
Maths making want throw bricks things .,2,0.086,0.000,0.000,0,0.000,0.000,0.000,0.000
bitch stealing coat wanted topshop seeing wearing .,2,0.099,0.000,0.000,0,0.000,0.125,0.125,0.125
"Listened Darth Vader hour half , snapped 3 pencils half hand , threw .",2,0.173,0.000,0.286,0,0.000,0.000,0.000,0.000
wish road rage damn bad lmaooooo,2,0.074,0.000,0.000,0,0.000,0.000,0.500,0.333
LOG YOU'RE ACCOUNT PHONE ! ! ! ! ! ! ! !,2,0.148,0.333,0.000,7,0.000,0.000,0.000,0.000
sitting lincoln tunnel midnite ? traffic right .,2,0.099,0.000,0.000,0,0.000,0.000,0.000,0.000
odd thing . thankfully deaths . crazy afternoon turned !,2,0.123,0.000,0.000,0,0.100,0.100,0.200,0.200
"hate person aunt , uncle , cousin , stepdad brother cooler talking .",2,0.160,0.000,0.000,0,0.077,0.077,0.077,0.077
"bought dinner homeless lady , gave money feed cat . fuck situation possible western Europe ?",2,0.198,0.000,0.062,0,0.062,0.062,0.000,0.062
Jolo seriously know MOTHER EFFER SECRET SANTA ! ! ! ! !,2,0.148,0.333,0.000,4,0.083,0.000,0.000,0.000
decided shut National Center Education Statistics maintenance TODAY writing tuition story ! ! !,2,0.173,0.071,0.143,2,0.000,0.000,0.000,0.000
""" pussy m going shove fist throat wave like ragdoll "" issues",2,0.148,0.000,0.000,0,0.083,0.000,0.083,0.000
Panpiper playing Big River outside Bridges SR1,2,0.086,0.143,0.286,0,0.143,0.000,0.000,0.000
nt play physical sport fights .,2,0.074,0.000,0.000,0,0.167,0.000,0.167,0.167
White people irritate .,2,0.049,0.000,0.000,0,0.000,0.000,0.250,0.000
""" watched movie [ Spice Girls ] sober ! """,2,0.123,0.000,0.100,1,0.000,0.000,0.000,0.000
leave charge night turn plug . . .,2,0.099,0.000,0.125,2,0.000,0.000,0.000,0.000
Anger jealousy bear lose sight objects love . & & Eliot,2,0.136,0.000,0.091,0,0.091,0.091,0.182,0.091
"sisters fucking pc , blued screened",2,0.074,0.000,0.000,0,0.000,0.000,0.000,0.000
Fuck snow hate,2,0.037,0.000,0.333,0,0.000,0.333,0.333,0.333
Way prominent exasperate peaked ? : TGMbNqUEe,2,0.086,0.000,0.000,1,0.000,0.000,0.000,0.000
hate taxes . solid $ 80 today instead $ 67 .,2,0.136,0.000,0.273,0,0.000,0.091,0.091,0.091
Bus late ! think bus runs hour fucking time ! !,2,0.136,0.000,0.091,1,0.000,0.000,0.000,0.000
love black people . . . . . . . . . . people irritate living hell outta cause different . 😑,2,0.272,0.000,0.000,9,0.045,0.045,0.091,0.045
damn spams comin timeline . want rasclart phone .,2,0.111,0.000,0.000,0,0.000,0.000,0.111,0.000
honestly fucking disgust . order remotely acceptable .,2,0.099,0.000,0.000,0,0.000,0.125,0.125,0.000
"fucking nt like bitches nt God fearing living child , kill bitches . SWEAR !",2,0.185,0.067,0.000,0,0.133,0.133,0.267,0.133
""" Anger intolerance twin enemies correct understanding """,2,0.099,0.000,0.000,0,0.000,0.125,0.375,0.250
juvenile emotion simple minded creature express,2,0.074,0.000,0.000,0,0.000,0.000,0.000,0.000
"wanna nag , usually time need :(",2,0.086,0.000,0.000,0,0.000,0.000,0.000,0.000
Got Bad Fuck Feel Like Leting >:(,2,0.086,0.000,0.143,0,0.143,0.000,0.143,0.143
"' love michael buble , shame bout putting bit weight ' nt love , fake vain fans .",2,0.222,0.000,0.056,0,0.111,0.056,0.056,0.000
: * sees incense burner * drugs ?,2,0.099,0.000,0.000,1,0.000,0.125,0.125,0.000
N FACE TF YU AIN'T GONE BEAT ASS . . .,2,0.136,0.727,0.091,2,0.000,0.091,0.091,0.091
Closest Friend Fucked 4 Ex believed lies . forgive forget Treachery,2,0.136,0.000,0.000,0,0.091,0.182,0.091,0.091
"working internet cable room . roommate says , nights like tonight , wifi screwed .",2,0.185,0.000,0.067,0,0.067,0.000,0.067,0.000
hate mam . things loves icky . let good . v . v,2,0.160,0.000,0.000,3,0.154,0.077,0.077,0.077
"definitely feel irritation today , lord strength",2,0.086,0.000,0.143,0,0.000,0.000,0.143,0.000
"impression arouse anger . , angry respects . ~Richard M . Nixon",2,0.148,0.083,0.083,2,0.083,0.000,0.167,0.000
Tanning makes despise press ashley air project,2,0.086,0.000,0.000,0,0.000,0.000,0.143,0.000
"verge crying intro thesis paper gone computer glitch ! , drawing board",2,0.148,0.000,0.000,1,0.000,0.083,0.000,0.000
pout want Adrian appear tell stop pouting,2,0.086,0.000,0.143,0,0.000,0.000,0.000,0.000
Inpouring letter dying subsist checking quaint virtuoso ways fine huff l . . .,2,0.173,0.000,0.071,2,0.000,0.071,0.000,0.071
understand intro book,2,0.037,0.000,0.000,0,0.000,0.000,0.000,0.000
hour football practice boiling sun 2hr volleyball practice BOILING SUN,2,0.123,0.200,0.200,0,0.000,0.000,0.000,0.000
straight people canoodling quad,2,0.049,0.000,0.000,0,0.000,0.000,0.000,0.000
Mumbling profanities cold outside fill gas station,2,0.086,0.000,0.000,0,0.000,0.000,0.143,0.000
Fox switched game . Tied 32 - 32 minutes left .,2,0.136,0.000,0.182,0,0.000,0.000,0.000,0.000
"Gentle answer turns away wrath , harsh word stirs anger .",2,0.136,0.000,0.000,0,0.000,0.000,0.273,0.182
fuck going school means look face !,2,0.086,0.000,0.000,0,0.000,0.000,0.000,0.000
Connivers blind existential fury,2,0.049,0.000,0.000,0,0.000,0.250,0.250,0.250
finally getting sleepy right sky brightens . . . figures ! G'nimorning,2,0.148,0.000,0.000,2,0.083,0.000,0.000,0.000
nt kinda mad . . . MAD !,2,0.099,0.125,0.000,2,0.000,0.250,0.250,0.250
"react find heartless , selfish theives watching family ? waiting .",2,0.136,0.000,0.000,0,0.091,0.091,0.000,0.000
People smoke cigarettes irritate soul .,2,0.074,0.000,0.000,0,0.167,0.000,0.167,0.000
Way Rage Passed Throu Today ! 2 Cuss Asian Men Hair Shop .,2,0.160,0.000,0.154,0,0.000,0.000,0.154,0.077
Biting tongue fitting end bullshit night .,2,0.086,0.000,0.000,0,0.000,0.000,0.143,0.000
angry gambling bill passed Massachusetts . state trashy .,2,0.111,0.000,0.111,0,0.000,0.000,0.111,0.000
Ok got called ' White Devil ' train nt know laugh offended,2,0.148,0.000,0.083,0,0.083,0.167,0.167,0.167
Urgh proper fat fuck bastard bloke pushed way getting train . hope arteries !,2,0.173,0.000,0.000,0,0.071,0.000,0.071,0.000
momma irritate asking questions like gone,2,0.074,0.000,0.000,0,0.167,0.000,0.167,0.000
pay good money watch slap pout Candice .,2,0.099,0.000,0.125,0,0.250,0.000,0.125,0.000
woke 8 emails professor giving feedback . . .,2,0.111,0.000,0.111,2,0.000,0.000,0.000,0.000
sting like bee honey .,2,0.062,0.000,0.000,0,0.200,0.000,0.200,0.200
Focus . let love define happy let bitter hurt .,2,0.123,0.000,0.000,0,0.200,0.200,0.200,0.100
Rangers v Celtic ll,2,0.049,0.000,0.250,0,0.000,0.000,0.000,0.000
"Thou wilt valiant wrathful dove , magnanimous mouse . William Shakesphere",2,0.136,0.000,0.091,0,0.000,0.000,0.091,0.091
"poured boiling water foot . . cup tea enjoyable , worse football career foiled .",2,0.185,0.000,0.000,1,0.000,0.000,0.000,0.000
love Thirsty Nickel anymore running squares started bringing place ! . .,2,0.148,0.000,0.000,2,0.083,0.000,0.000,0.000
black shatter thick use properly ?,2,0.074,0.000,0.000,0,0.000,0.167,0.167,0.167
cold cheese dip chips,2,0.049,0.000,0.000,0,0.000,0.000,0.000,0.000
Let prof . . . gon na late class !,2,0.123,0.000,0.000,2,0.000,0.000,0.000,0.000
Jesus room inspections ? makes feel grown random stranger looking crap,2,0.136,0.000,0.091,0,0.091,0.000,0.000,0.000
"roommates hate . took away nap . kind , happens . detrimental day .",2,0.173,0.000,0.071,0,0.071,0.071,0.071,0.071
allowed Pereira start taking set pieces ? fuming,2,0.099,0.000,0.125,0,0.000,0.000,0.125,0.000
"Hate brothers playing super mario bros sound , horrid way wake",2,0.136,0.000,0.000,0,0.273,0.182,0.182,0.182
Whoops ! tweeted . YES TWITTER IK WANTED TWEET ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !,2,0.383,0.161,0.000,21,0.000,0.000,0.000,0.000
Mexican ladies irritate fuck outta . lil preschool fucking kids welfare allllat smh .,2,0.173,0.000,0.071,0,0.071,0.000,0.071,0.000
"rich Mac , gon na Twitter iPhone app exactly want .",2,0.136,0.000,0.182,0,0.000,0.000,0.000,0.000
"Finally Finished studying , exhausted BTW h8 teachers < \3 gave 2 ! ! ! ! !",2,0.210,0.059,0.118,4,0.000,0.000,0.000,0.000
kept tally 12 mornings mother yelled 5 minutes awake,2,0.111,0.000,0.333,0,0.000,0.000,0.111,0.000
work ages gets handed plate .,2,0.074,0.000,0.000,0,0.000,0.000,0.000,0.000
good school rabbit life cycle dunno tune giutar stuffed,2,0.111,0.000,0.000,0,0.111,0.000,0.000,0.000
sister 19 throws legitimate temper tantrums attention . .,2,0.111,0.000,0.111,1,0.000,0.000,0.222,0.000
"honestly , idgaf aree . . piss , wanna meet fck .",2,0.148,0.000,0.000,1,0.000,0.000,0.083,0.000
Twitter wo change profile picture .,2,0.074,0.000,0.000,0,0.000,0.000,0.000,0.000
jelly baby favourite insult,2,0.049,0.000,0.000,0,0.250,0.000,0.250,0.000
Living life relentless,2,0.037,0.000,0.000,0,0.000,0.000,0.000,0.000
power letting words offend,2,0.049,0.000,0.000,0,0.250,0.250,0.250,0.250
"boiling hot , slowly melting , heart frozen .",2,0.111,0.000,0.000,0,0.111,0.000,0.111,0.000
Lot 100 Ghandi road rage,2,0.062,0.000,0.400,0,0.000,0.000,0.200,0.200
time remove CB team . Screw . Rip Band - Aid . sting bit .,2,0.185,0.067,0.133,0,0.000,0.000,0.133,0.067
Sting damn earnest early morning listening .,2,0.086,0.000,0.143,0,0.000,0.000,0.286,0.143
pretend fight time,2,0.037,0.000,0.000,0,0.000,0.000,0.333,0.333
chill af want offend .,2,0.062,0.000,0.000,0,0.000,0.200,0.200,0.200
Cuz bible talks son coming fiery sword got mother . called whore revelations,2,0.160,0.000,0.000,0,0.077,0.000,0.000,0.000
wrote big long tweet BAM disappears ! ! Grrrrrr,2,0.111,0.111,0.222,1,0.000,0.111,0.000,0.000
boy wo reply .,2,0.049,0.000,0.000,0,0.000,0.000,0.000,0.000
English teacher added project final . 1 week school left .,2,0.136,0.000,0.182,0,0.000,0.000,0.000,0.000
hell popular list messed !,2,0.062,0.000,0.000,0,0.000,0.200,0.200,0.200
"Thank Justin Bieber , future generations gon na singing "" shawty "" Xmas fucking word .",2,0.198,0.000,0.125,0,0.188,0.000,0.000,0.000
Sick death useless buses taking actual piss pathetic attempts stick timetable ?,2,0.148,0.000,0.000,0,0.000,0.250,0.167,0.167
"cat frikkin annoying trying work , sits books",2,0.099,0.000,0.000,0,0.000,0.000,0.125,0.000
casuals tweets Vic faved making gag,2,0.074,0.000,0.167,0,0.000,0.000,0.000,0.000
. yur dad anger yuu laugh .,2,0.086,0.000,0.000,0,0.143,0.000,0.143,0.000
People act . mind clouded .,2,0.074,0.000,0.000,0,0.000,0.000,0.000,0.000
snapped metronome half bare hands . . . oops issues,2,0.123,0.000,0.100,2,0.000,0.000,0.000,0.000
"u time 2 open snap , u time 2 respond",2,0.123,0.000,0.000,0,0.000,0.000,0.000,0.000
Lol little things like angry x,2,0.074,0.000,0.000,0,0.167,0.000,0.167,0.000
cold bus people feel need open windows ?,2,0.099,0.000,0.000,0,0.000,0.000,0.000,0.000
fury . patience . conversation .,2,0.074,0.000,0.000,0,0.000,0.000,0.167,0.167
sick people suck eachother time,2,0.062,0.000,0.000,0,0.000,0.200,0.000,0.200
Thanks making dance day parade . want .,2,0.099,0.000,0.000,0,0.375,0.000,0.000,0.000
Mia worst road rage seen gets mad hands windows lol,2,0.123,0.000,0.100,0,0.000,0.100,0.200,0.200
"Petition non - Maghrebi PoC stop buying ' couscous ' white grocery stores boiling . couscous , trash .",2,0.235,0.000,0.053,0,0.000,0.000,0.000,0.000
Person ™ bitter seeing ravi stans,2,0.074,0.000,0.000,0,0.000,0.167,0.167,0.000
Wahh Vampire Diaries holiday break ! !,2,0.086,0.000,0.000,1,0.143,0.000,0.000,0.143
"Heard catchy tune radio earlier , forgot shazam nt remember life went like",2,0.160,0.000,0.000,0,0.077,0.000,0.000,0.000
People know blessed u you'ra medical student - . - . . goes smoothly,2,0.173,0.000,0.000,4,0.071,0.000,0.000,0.000
told earlier brody jenner good Kardashians . . .,2,0.111,0.000,0.111,2,0.111,0.000,0.000,0.000
forgot nice area fiery hearths,2,0.062,0.000,0.000,0,0.000,0.000,0.000,0.000
think,2,0.012,0.000,0.000,0,0.000,0.000,0.000,0.000
Bout workout extra aggression system,2,0.062,0.000,0.000,0,0.000,0.000,0.400,0.200
fury . patience . conversation . 💙 ❤ ️ ✨,2,0.123,0.000,0.000,0,0.000,0.000,0.100,0.100
punching printer computer lab paper jam .,2,0.086,0.000,0.000,0,0.000,0.000,0.143,0.143
"playing Manchester Orchestra acts . . . Hey Allston Pudding , liked concert .",2,0.173,0.000,0.071,2,0.143,0.000,0.000,0.000
company leave company deal .,2,0.062,0.000,0.000,0,0.000,0.000,0.000,0.000
"Damn Fergie ! nights Adebayor 1st goalscorer loot beat Benfica home , Vidic squad",2,0.173,0.000,0.286,0,0.071,0.071,0.143,0.071
absolutely hate neighbors dog barks fucking time fucking reason,2,0.111,0.000,0.000,0,0.000,0.111,0.111,0.111
throw thing going eat today away ? ! Smh . closed . .,2,0.160,0.000,0.077,2,0.077,0.000,0.000,0.000
blame Keith Hackney . Imagine waking everyday knowing ur balls pummeled PPV millions .,2,0.173,0.071,0.143,0,0.000,0.000,0.000,0.000
1 night homework oh wait nvm Thanksgiving break till Wednesday,2,0.123,0.000,0.300,0,0.100,0.000,0.000,0.000
heard Movie Bob furious Skittles analogy . upset actually Skittles .,2,0.136,0.000,0.273,0,0.000,0.091,0.091,0.000
Dumbfounded SDSU BCS conference . process bitter alma mater,2,0.111,0.222,0.222,0,0.000,0.111,0.111,0.000
"Hey , Indiana ! Thanks staffing toll booths returning Ohio . love 20 minute waits home .",2,0.210,0.000,0.176,0,0.176,0.000,0.000,0.000
rught brb ipod . randomly cos internet breaks,2,0.099,0.000,0.000,0,0.000,0.000,0.000,0.000
watched lady throw crackberry ground parking lot frustration . . . wait turn . . .,2,0.198,0.000,0.000,4,0.000,0.000,0.062,0.000
management = emotional repression,2,0.049,0.000,0.000,0,0.000,0.000,0.000,0.250
resent tired annoyed word Wiener splashed news . slam - dunk,2,0.136,0.000,0.091,0,0.000,0.091,0.273,0.000
"bus route absolutely ridiculous ,",2,0.062,0.000,0.000,0,0.000,0.200,0.200,0.000
Press ups good anti tool . . . calm,2,0.111,0.000,0.000,2,0.111,0.000,0.000,0.000
new beast pc running . . . amp fucked .,2,0.123,0.000,0.000,2,0.000,0.000,0.100,0.100
Manchester derby home,2,0.037,0.000,0.333,0,0.333,0.000,0.000,0.000
"like drugs passed mother unborn baby , blessing curses -",2,0.123,0.000,0.000,0,0.300,0.200,0.100,0.100
Ready Weight Room . Needa release,2,0.074,0.000,0.333,0,0.000,0.000,0.000,0.000
nt fuckn know ! Big changes . . . . . em suck balls ! ! ! !,2,0.222,0.000,0.000,7,0.000,0.000,0.000,0.000
Nano recall find . owhereowhereowhere ? ?,2,0.086,0.000,0.000,1,0.000,0.000,0.000,0.000
waggled eyebrows baby burst laughing love haha,2,0.086,0.000,0.000,0,0.429,0.000,0.000,0.000
sixth form destroyed glowing skin m fuming,2,0.086,0.000,0.143,0,0.143,0.143,0.286,0.143
Angry people ’s perceptions real - opinion irrelevant .,2,0.111,0.000,0.000,0,0.000,0.000,0.111,0.000
"fuck boiling inside , gon na good let .",2,0.111,0.000,0.000,0,0.111,0.000,0.000,0.000
hahaha broke 4 picks playing hard school concertt .,2,0.111,0.000,0.111,0,0.111,0.000,0.000,0.000
Thank god gym ! Let tonight,2,0.074,0.000,0.167,0,0.333,0.000,0.000,0.000
""" shopping . "" . . . . . time goes 6:15 "" going shopping . . . """,2,0.235,0.000,0.053,9,0.000,0.000,0.000,0.000
Candice standing pout face aggravates week,2,0.074,0.000,0.167,0,0.000,0.167,0.167,0.000
Harris teeter triple stack Oreos .,2,0.074,0.000,0.333,0,0.000,0.000,0.000,0.000
moment u're public transport ur mp3 player functioning .,2,0.111,0.000,0.000,0,0.000,0.000,0.000,0.000
Sorry burst bubble century anymore . Welcome 21st century .,2,0.123,0.000,0.200,0,0.100,0.000,0.000,0.000
Imagine bitter bias dating sending threats partner . Like ? nasty . know exist,2,0.173,0.000,0.000,0,0.071,0.071,0.214,0.071
people world like . particular people idea jackass .,2,0.111,0.000,0.000,0,0.111,0.000,0.000,0.000
Girl ii wanna yo ass soooo bad . ! ! guess iim venting . . iim control,2,0.210,0.000,0.000,3,0.000,0.000,0.118,0.059
Spurs radio commentator referred Mauricio Pochettino ' MoPo ' felt sudden surge rage .,2,0.173,0.000,0.143,0,0.000,0.000,0.071,0.071
"Michael , bitch . ugly hair cut . like boots .",2,0.136,0.000,0.091,0,0.091,0.091,0.091,0.000
? buses running ? Person decides buses run,2,0.099,0.000,0.000,0,0.000,0.000,0.000,0.000
""" Speak angry best speech regret . "" - Ambrose Bierce",2,0.136,0.000,0.091,2,0.000,0.091,0.091,0.000
"spent ages good post tumbr , vanished ! -_-",2,0.111,0.000,0.000,1,0.111,0.111,0.000,0.111
Fuck return policy .,2,0.049,0.000,0.000,0,0.000,0.000,0.000,0.000
"impression arouse anger . , angry respects . ~Richard M . Nixon",2,0.148,0.083,0.083,2,0.083,0.000,0.167,0.000
wanna home focus game . wanna rage,2,0.086,0.000,0.000,0,0.143,0.000,0.143,0.143
dump gasoline run burning building use Excel .,2,0.099,0.000,0.125,0,0.125,0.125,0.000,0.000
pretty sure play directors paying attention .,2,0.086,0.000,0.000,0,0.143,0.000,0.000,0.000
feeling makes ur mouth work faster ur mind . • ￼ Evan Esar,2,0.160,0.000,0.077,1,0.000,0.000,0.000,0.000
annoying replying text message,2,0.049,0.000,0.000,0,0.000,0.000,0.250,0.000
Like hello ? born laugh jokes .,2,0.086,0.000,0.000,0,0.286,0.000,0.000,0.000
feel furious,2,0.025,0.000,0.000,0,0.000,0.000,0.500,0.000
"Want x factor sing Hound Dog . note , pinterest needs sort .",2,0.160,0.000,0.000,0,0.077,0.000,0.000,0.000
"happily rude people personally insult unprovoked , deserve 👍 good people deserve respect",2,0.160,0.000,0.000,0,0.231,0.000,0.077,0.000
effin ' school blocks . . . 10 seconds request administrator password . GRRRRRRR ! ! !,2,0.210,0.059,0.059,4,0.000,0.000,0.000,0.000
"best revenge , , continue succeed . satisfaction watching suffer .",2,0.136,0.000,0.000,1,0.182,0.091,0.091,0.182
teachers love pile homework right Christmas break nt,2,0.099,0.000,0.125,0,0.250,0.000,0.000,0.000
iTunes annoying complicated thing !,2,0.062,0.000,0.000,0,0.000,0.000,0.200,0.000
"OMG , ' n satanisch kutkind de bus . . Iedereen raakt agressief , including . Hou tegen , ben staat ' t een schop te verkopen . .",2,0.358,0.034,0.069,3,0.000,0.000,0.000,0.000
kenny - bornme - washingtonkenny - fucking liar born fiery pits hell,2,0.148,0.000,0.000,0,0.000,0.083,0.083,0.083
"spend £ 10 shimmy £ 1 drinks raging , know gon na happen",2,0.160,0.000,0.154,0,0.000,0.000,0.077,0.077
Sitting traffic car gets rained . washed Sunday . weather know California ?,2,0.160,0.000,0.154,0,0.000,0.000,0.000,0.000
Stupid laptop tht likes pick choose wants work properly,2,0.111,0.000,0.000,0,0.111,0.000,0.000,0.000
